Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,,O,PG,11400,DAL,ATL,0,120,39,29,106,111,-1%,20,23,21,29,33,34,50.1,58.5,44.3,72.7,0.0,0.0,0.0,0,0.0,0.0
LeBron James,6,,PG/SF,10600,LAL,@SAC,0,116,34,26,100,109,1%,20,17,20,37,34,35,50.0,55.4,44.9,66.0,35.0,56.0,5.3,33.6,52.0,4.9
Trae Young,10,,PG,10300,ATL,@DAL,1,116,36,25,101,109,-6%,18,20,22,33,36,36,64.5,53.4,39.4,67.5,36.5,55.5,5.4,26.3,19.5,1.9
Damian Lillard,9,,PG,10200,POR,UTA,0,111,31,26,101,105,-3%,26,28,21,40,41,38,80.5,51.7,37.5,65.8,37.5,51.7,5.1,36.3,79.0,7.7
Bradley Beal,14,,SG/SF,9900,WAS,BKN,1,121,33,23,104,106,-1%,24,23,22,36,36,36,57.3,47.6,36.1,59.2,36.5,51.0,5.2,35.9,56.5,5.7
Joel Embiid,6,,C,9600,PHI,@BOS,1,107,31,25,102,103,-4%,14,15,16,30,33,31,45.4,48.5,37.2,59.8,32.0,48.1,5.0,23.4,20.8,2.2
Domantas Sabonis,1,,PF/C,9500,IND,NYK,2,112,23,21,101,111,-4%,15,13,14,40,36,35,43.7,44.1,34.9,53.3,35.0,44.7,4.7,34.7,36.5,3.8
Anthony Davis,11,,PF/C,9300,LAL,@SAC,0,116,29,28,100,109,-8%,22,15,19,39,33,35,47.9,52.1,40.2,64.1,35.0,51.7,5.6,29.7,40.5,4.4
Kyrie Irving,12,,PG,9100,BKN,@WAS,0,122,33,26,105,114,7%,20,20,22,32,34,34,50.0,49.8,35.7,64.0,33.0,49.2,5.4,28.6,23.5,2.6
Ben Simmons,5,,PG/SF,9000,PHI,@BOS,1,107,22,21,102,103,-10%,13,12,12,35,38,37,53.9,44.6,33.1,56.1,37.5,42.4,4.7,37.4,41.8,4.6
DeMar DeRozan,5,,SG/SF,8700,SAS,CHA,2,112,27,22,99,111,2%,20,16,16,37,36,35,42.2,40.1,31.6,48.5,35.0,42.9,4.9,32.8,38.5,4.4
Nikola Vucevic,7,,C,8600,ORL,MIA,4,104,26,22,100,106,-7%,15,18,17,30,32,32,41.9,42.9,33.7,52.0,32.5,42.9,5.0,34.2,42.3,4.9
D'Angelo Russell,6,,PG/SG,8500,GSW,@CLE,1,112,33,20,101,113,5%,20,22,20,33,34,33,45.0,41.7,28.8,54.5,33.0,44.5,5.2,28.9,41.8,4.9
Rudy Gobert,10,,C,8400,UTA,@POR,1,117,17,23,104,110,4%,9,9,9,35,35,35,45.8,42.7,33.5,51.8,35.5,45.6,5.4,32.1,30.3,3.6
Julius Randle,,,PF/C,8300,NYK,@IND,2,101,28,17,101,105,-6%,17,17,16,36,35,33,39.9,37.8,29.1,46.6,34.5,39.0,4.7,34.8,47.0,5.7
Bam Adebayo,2,,C,8200,MIA,@ORL,3,106,20,21,100,105,-6%,14,11,11,33,36,35,37.8,41.3,30.6,51.9,34.5,38.9,4.7,38.2,42.0,5.1
Hassan Whiteside,7,,C,8100,POR,UTA,0,111,19,25,101,105,0%,12,11,11,31,35,31,48.4,42.4,30.6,54.2,33.0,44.1,5.4,34.8,51.8,6.4
De'Aaron Fox,8,,PG,8000,SAC,LAL,1,110,31,21,103,103,-1%,20,17,16,31,31,32,43.2,40.2,28.6,51.8,33.0,44.1,5.5,33,37.5,4.7
John Collins,10,,PF/C,8000,ATL,@DAL,1,116,22,22,101,109,-1%,14,15,14,33,31,31,44.6,39.5,29.2,49.8,33.5,44.9,5.6,33,40.8,5.1
Jimmy Butler,4,,SG/SF,7900,MIA,@ORL,3,106,26,24,100,105,1%,13,13,13,34,33,35,39.5,42.8,33.2,52.5,34.0,40.1,5.1,34.1,34.8,4.4
Kemba Walker,,O,PG,7800,BOS,PHI,1,106,28,22,101,103,-6%,16,18,18,35,34,33,41.3,39.8,28.2,51.5,0.0,0.0,0.0,0,0.0,0.0
Devonte' Graham,2,,PG,7600,CHA,@SAS,1,103,27,16,102,110,5%,11,12,16,35,35,36,27.7,38.1,27.8,48.3,36.0,35.6,4.7,37.2,25.3,3.3
Gordon Hayward,1,,SF/PF,7500,BOS,PHI,1,106,22,19,101,103,-6%,15,14,13,35,35,33,39.2,34.0,23.2,44.9,34.0,34.6,4.6,35.5,19.8,2.6
Stephen Curry,,O,PG,7400,GSW,@CLE,1,112,,,101,113,5%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
Spencer Dinwiddie,4,,PG/SG,7400,BKN,@WAS,0,122,31,18,105,114,7%,14,12,17,30,32,32,34.9,38.4,28.5,48.3,30.5,37.6,5.1,30.6,41.5,5.6
Terry Rozier,2,,PG/SG,7300,CHA,@SAS,1,103,25,15,102,110,5%,19,14,15,36,35,35,34.6,33.2,22.2,44.1,36.0,33.6,4.6,35,20.3,2.8
LaMarcus Aldridge,4,,PF/C,7200,SAS,CHA,2,112,22,21,99,111,7%,9,13,15,36,35,34,37.9,38.0,27.5,48.6,33.0,38.6,5.4,27.8,21.8,3.0
Kristaps Porzingis,,O,PF/C,7200,DAL,ATL,0,120,25,16,106,111,7%,14,14,15,28,27,31,33.0,36.8,25.0,48.6,0.0,0.0,0.0,0,0.0,0.0
Jayson Tatum,7,,SF/PF,7100,BOS,PHI,1,106,27,19,101,103,-6%,18,19,18,28,33,34,41.4,39.3,28.9,49.6,33.5,38.9,5.5,28.6,40.3,5.7
Tobias Harris,3,,SF/PF,7100,PHI,@BOS,1,107,23,17,102,103,-3%,13,16,16,36,37,35,35.7,36.1,27.0,45.1,35.5,34.8,4.9,32.4,20.5,2.9
Donovan Mitchell,12,,PG/SG,7000,UTA,@POR,1,117,31,20,104,110,-3%,16,20,21,34,35,35,39.3,40.2,31.1,49.4,35.0,40.7,5.8,32.4,36.0,5.1
Jaylen Brown,8,,SG/SF,7000,BOS,PHI,1,106,24,18,101,103,-5%,15,15,15,34,35,34,35.9,35.2,25.7,44.7,35.5,37.5,5.4,36.4,47.3,6.8
Kevin Love,6,,PF,6900,CLE,GSW,1,113,24,18,103,110,0%,14,15,13,29,30,32,34.7,37.4,26.5,48.2,31.5,39.4,5.7,29.2,39.3,5.7
CJ McCollum,3,,PG/SG,6800,POR,UTA,0,111,26,17,101,105,-10%,21,20,20,39,38,37,39.4,36.8,26.4,47.1,36.0,35.4,5.2,34,23.8,3.5
Collin Sexton,9,,PG/SG,6700,CLE,GSW,1,113,27,16,103,110,8%,19,17,16,32,35,32,36.0,29.2,22.1,36.4,33.5,34.9,5.2,33,38.5,5.7
Malcolm Brogdon,6,,PG,6600,IND,NYK,2,112,28,19,101,111,1%,11,14,15,29,31,32,33.9,38.0,28.8,47.3,31.0,35.4,5.4,33.3,33.3,5.0
Al Horford,1,,PF/C,6500,PHI,@BOS,1,107,19,16,102,103,1%,10,11,12,33,32,31,30.9,31.1,22.4,39.8,30.5,30.0,4.6,28.9,26.3,4.0
Marvin Bagley III,,O,PF/C,6500,SAC,LAL,1,110,25,16,103,103,-6%,16,14,13,34,28,26,29.4,27.3,21.2,33.3,0.0,0.0,0.0,0,0.0,0.0
Buddy Hield,,,SG/SF,6400,SAC,LAL,1,110,27,15,103,103,1%,13,17,18,25,32,34,38.0,35.0,24.4,45.5,27.5,29.5,4.6,29.6,36.0,5.6
Marcus Morris Sr.,2,,SF/PF,6400,NYK,@IND,2,101,24,17,101,105,-6%,19,17,15,31,34,33,31.5,31.7,20.5,42.9,34.5,29.6,4.6,34.6,38.0,5.9
Jarrett Allen,2,,C,6400,BKN,@WAS,0,122,15,20,105,114,6%,6,7,7,28,32,28,29.1,30.2,19.2,41.3,27.5,30.0,4.7,27,44.8,7.0
Elfrid Payton,,O,PG,6400,NYK,@IND,2,101,21,15,101,105,-1%,13,10,10,34,33,28,36.4,28.4,19.5,37.4,0.0,0.0,0.0,0,0.0,0.0
Evan Fournier,,,SG/SF,6300,ORL,MIA,4,104,25,17,100,106,0%,16,15,15,30,33,32,30.6,29.9,21.7,38.0,32.0,29.4,4.7,33.7,22.8,3.6
Marcus Smart,6,,PG/SG,6300,BOS,PHI,1,106,19,14,101,103,-6%,15,12,11,32,32,32,30.9,29.2,18.5,39.9,34.5,31.9,5.1,34.2,29.5,4.7
Bojan Bogdanovic,4,,SF/PF,6100,UTA,@POR,1,117,25,16,104,110,7%,15,16,16,35,34,34,31.9,31.2,22.6,39.8,33.5,32.0,5.2,28.9,30.0,4.9
Carmelo Anthony,1,,PF,6100,POR,UTA,0,111,22,13,101,105,-5%,12,14,14,34,36,33,29.6,29.8,20.0,39.6,33.0,28.8,4.7,32,23.3,3.8
T.J. Warren,,,SF/PF,6100,IND,NYK,2,112,22,17,101,111,3%,14,15,14,35,32,33,31.6,28.7,17.8,39.5,32.0,28.7,4.7,23.3,10.3,1.7
