Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,16,,PG/SF,12200,DAL,CHI,1,114,39,31,103,104,-15%,25,22,21,39,36,34,63.0,60.7,46.5,74.9,35.0,61.9,5.1,34.4,74.3,6.1
Giannis Antetokounmpo,18,,SF/PF,10900,MIL,@SAS,1,118,37,34,103,110,1%,17,18,20,30,30,31,54.0,60.6,49.4,71.8,31.0,58.5,5.4,33.8,59.5,5.5
Trae Young,6,,PG,9800,ATL,DEN,1,109,36,23,100,105,-6%,23,25,22,37,38,36,58.8,51.5,38.8,64.3,35.5,48.3,4.9,39.5,52.0,5.3
Joel Embiid,12,,C,9400,PHI,OKC,2,110,31,26,100,105,2%,17,17,16,35,32,31,48.4,49.2,37.5,60.8,31.5,50.2,5.3,32.6,40.3,4.3
Kyrie Irving,,O,PG,9300,BKN,@ORL,1,104,35,26,100,104,-2%,25,24,24,36,36,35,49.5,52.3,40.6,64.0,0.0,0.0,0.0,0,0.0,0.0
Nikola Jokic,11,,C,9200,DEN,@ATL,1,116,27,23,106,110,2%,13,14,14,27,29,31,39.5,43.7,31.4,55.9,32.0,46.2,5.0,36.8,72.5,7.9
Ben Simmons,5,,PG/SF,8800,PHI,OKC,2,110,22,19,100,105,-1%,16,13,11,37,39,36,52.0,43.1,32.5,53.7,36.5,43.3,4.9,37.9,50.3,5.7
Domantas Sabonis,16,,PF/C,8600,IND,@CHA,1,108,23,20,100,110,7%,14,13,14,36,33,34,42.5,43.1,35.5,50.8,34.0,46.8,5.4,37.6,50.0,5.8
Bradley Beal,3,,SG/SF,8500,WAS,BOS,1,108,33,21,102,102,-4%,29,25,22,33,37,37,49.8,47.3,35.7,58.8,0.0,0.0,0.0,0,0.0,0.0
Brandon Ingram,8,,SF/PF,8400,NOR,UTA,1,108,29,21,102,104,-6%,20,18,19,33,35,35,41.6,43.5,35.3,51.6,36.0,43.4,5.2,38.9,56.5,6.7
Nikola Vucevic,15,,C,8300,ORL,BKN,1,109,26,23,105,106,6%,18,18,16,33,33,32,45.6,42.8,33.3,52.4,32.5,46.9,5.7,30.7,48.0,5.8
Kemba Walker,,O,PG,8300,BOS,@WAS,1,117,29,22,106,114,9%,21,18,18,35,32,33,35.3,40.0,28.8,51.1,0.0,0.0,0.0,0,0.0,0.0
De'Aaron Fox,9,,PG,8200,SAC,GSW,1,112,30,20,102,109,7%,16,15,14,32,33,32,41.6,36.7,25.7,47.8,33.0,42.1,5.1,30.3,37.5,4.6
Donovan Mitchell,13,,PG/SG,8100,UTA,@NOR,1,112,31,21,106,110,0%,18,18,21,37,36,35,43.1,40.4,32.0,48.7,35.5,42.4,5.2,34.6,36.0,4.4
Stephen Curry,,O,PG,8000,GSW,@SAC,1,102,,,100,108,-5%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
Jayson Tatum,8,,SF/PF,8000,BOS,@WAS,1,117,27,18,106,114,4%,16,15,18,36,36,35,36.9,38.6,28.3,48.9,35.5,41.4,5.2,30.6,25.8,3.2
Rudy Gobert,10,,C,7900,UTA,@NOR,1,112,16,21,106,110,1%,10,9,9,34,35,35,37.6,40.9,31.9,50.0,35.0,41.8,5.3,34.1,33.3,4.2
