Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,18,,PG,12400,DAL,POR,1,118,39,30,104,109,7%,19,19,21,31,33,34,50.2,59.6,45.3,74.0,34.5,65.5,5.3,34,60.0,4.8
Karl-Anthony Towns,1,,C,10500,MIN,@IND,1,106,29,28,101,104,1%,19,17,18,36,36,34,52.4,55.0,43.9,66.1,28.5,40.2,3.8,28.1,34.8,3.3
Trae Young,11,,PG,10200,ATL,@SAS,2,111,36,23,103,110,7%,23,22,22,35,37,37,58.6,52.2,38.9,65.6,36.5,53.4,5.2,34.8,56.3,5.5
Joel Embiid,,O,C,9600,PHI,CHI,1,111,31,26,102,105,11%,17,18,16,33,32,31,48.1,48.9,37.3,60.4,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,4,,PG/SF,9300,PHI,CHI,1,111,22,20,102,105,-14%,15,14,11,41,39,36,45.0,43.3,33.3,53.4,37.5,48.3,5.2,37.1,46.8,5.0
Kyle Lowry,3,,PG,8800,TOR,WAS,1,121,24,17,106,113,5%,14,17,15,36,39,39,43.1,42.4,34.2,50.7,35.5,44.2,5.0,21.6,31.3,3.6
Zach LaVine,5,,SG,8700,CHI,@PHI,1,103,31,20,101,104,-7%,20,21,19,34,36,34,49.0,39.9,28.5,51.4,36.0,43.0,4.9,36.3,34.3,3.9
Domantas Sabonis,7,,PF/C,8600,IND,MIN,1,112,23,21,105,107,0%,15,14,14,34,35,34,48.9,43.8,35.8,51.8,34.0,46.2,5.4,25.6,19.8,2.3
Damian Lillard,7,,PG,8500,POR,@DAL,1,109,30,25,101,108,-7%,18,18,19,37,37,37,47.6,47.1,37.6,56.6,37.0,44.4,5.2,39.8,55.3,6.5
Hassan Whiteside,9,,C,8400,POR,@DAL,1,109,20,25,101,108,1%,11,12,11,31,32,30,42.3,41.7,30.4,52.9,32.5,44.6,5.3,36.4,57.0,6.8
Tobias Harris,5,,SF/PF,8300,PHI,CHI,1,111,24,18,102,105,1%,18,19,16,37,37,35,39.0,36.5,27.2,45.8,35.0,41.6,5.0,36.2,26.3,3.2
Bam Adebayo,4,,C,8200,MIA,@OKC,1,109,20,21,101,106,1%,11,11,11,37,34,35,39.6,41.1,30.4,51.7,35.0,40.0,4.9,32.1,39.0,4.8
DeMar DeRozan,13,,SG/SF,8100,SAS,ATL,1,120,27,22,106,110,5%,13,15,16,35,35,35,47.5,38.9,30.7,47.0,35.0,44.7,5.5,37.7,51.8,6.4
Ja Morant,5,,PG,8000,MEM,CLE,2,120,28,19,101,113,6%,12,14,14,33,32,30,41.2,34.7,24.3,45.1,32.5,40.0,5.0,33.2,39.8,5.0
Pascal Siakam,12,,PF/C,7900,TOR,WAS,1,121,29,19,106,113,4%,16,21,20,30,33,37,44.6,44.3,33.8,54.8,33.0,42.7,5.4,24.8,23.0,2.9
Fred VanVleet,1,O,PG/SG,7900,TOR,WAS,1,121,24,16,106,113,5%,18,17,15,37,36,37,39.0,39.1,28.8,49.4,0.0,0.0,0.0,0,0.0,0.0
Jimmy Butler,5,,SG/SF,7800,MIA,@OKC,1,109,26,24,101,106,-8%,13,12,14,34,33,35,41.8,43.3,33.1,53.4,34.5,40.5,5.2,34.3,44.0,5.6
John Collins,9,,PF/C,7700,ATL,@SAS,2,111,22,20,103,110,2%,14,14,14,29,29,31,37.5,38.9,29.2,48.5,32.0,41.1,5.3,26.5,36.0,4.7
Kristaps Porzingis,,O,PF/C,7700,DAL,POR,1,118,25,17,104,109,1%,11,14,16,28,33,33,38.7,39.1,28.9,49.4,0.0,0.0,0.0,0,0.0,0.0
Bradley Beal,3,,SG/SF,7600,WAS,@TOR,1,110,33,21,103,102,0%,19,24,22,27,32,36,42.6,46.4,34.7,58.1,29.5,38.2,5.0,23,23.0,3.0
Al Horford,7,,PF/C,7500,PHI,CHI,1,111,19,16,102,105,9%,13,12,12,34,34,31,35.2,31.0,22.0,39.9,32.5,39.1,5.2,32.3,37.3,5.0
