Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,13,,SF/PF,11200,MIL,MIN,1,120,38,34,105,108,-3%,21,17,20,29,29,31,56.4,60.9,49.6,72.2,29.0,57.4,5.1,31.5,64.3,5.7
LeBron James,13,,PG/SF,10300,LAL,PHO,2,119,34,26,105,109,2%,13,18,20,36,36,36,52.5,55.6,44.5,66.7,35.5,57.6,5.6,38.1,73.8,7.2
Karl-Anthony Towns,,O,C,10000,MIN,@MIL,1,102,29,29,107,99,3%,19,17,18,36,36,34,52.4,55.0,43.9,66.1,0.0,0.0,0.0,0,0.0,0.0
Anthony Davis,14,P,PF/C,9900,LAL,PHO,2,119,30,29,105,109,-3%,14,19,19,36,38,35,49.9,52.2,41.7,62.8,35.5,54.1,5.5,37.9,45.3,4.6
Damian Lillard,14,,PG,9200,POR,@NYK,1,115,30,25,101,110,3%,19,21,20,39,38,38,48.1,47.4,37.4,57.5,37.5,47.8,5.2,35.4,38.5,4.2
Bradley Beal,7,,SG,8700,WAS,ORL,1,110,33,21,100,105,2%,31,26,22,37,38,37,53.5,47.5,35.8,59.2,34.0,44.7,5.1,30.3,39.5,4.5
Hassan Whiteside,12,,C,8300,POR,@NYK,1,115,20,25,101,110,-6%,12,10,11,36,33,29,45.3,40.9,29.7,52.1,33.5,44.8,5.4,33.1,43.5,5.2
Nikola Vucevic,15,,C,8200,ORL,@WAS,1,113,25,23,106,114,7%,18,18,16,34,33,32,45.6,42.4,32.3,52.5,32.5,44.3,5.4,30.5,42.5,5.2
Julius Randle,14,,PF/C,8000,NYK,POR,3,111,27,17,104,109,-1%,24,19,15,37,33,32,43.6,36.6,27.0,46.2,34.5,42.0,5.3,29.9,48.3,6.0
Khris Middleton,9,,SG/SF,7500,MIL,MIN,1,120,26,21,105,108,6%,18,18,15,32,31,29,40.9,34.5,26.6,42.3,30.5,37.0,4.9,32.5,32.5,4.3
