Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,,O,PF,11200,MIL,@IND,1,110,38,32,101,106,-6%,21,21,20,34,33,32,67.9,61.0,50.1,71.8,0.0,0.0,0.0,0,0.0,0.0
Luka Doncic,7,,PG/SF,10900,DAL,SAC,1,117,39,29,100,109,-2%,20,23,21,29,33,34,50.1,58.5,44.3,72.7,31.5,56.5,5.2,31.3,61.0,5.6
LeBron James,7,,PG/SF,10600,LAL,@DEN,1,112,34,25,100,106,-8%,17,17,19,32,34,35,51.8,55.1,44.8,65.4,34.5,50.8,4.8,41.5,71.5,6.7
Karl-Anthony Towns,3,O,C,10500,MIN,CHA,1,115,29,27,99,111,8%,13,16,18,36,37,34,51.5,52.7,41.6,63.7,0.0,0.0,0.0,0,0.0,0.0
Trae Young,16,,PG,10400,ATL,@CLE,1,119,36,24,101,114,7%,25,21,21,41,36,36,50.1,53.1,38.4,67.8,35.5,56.5,5.4,37.1,53.3,5.1
Damian Lillard,12,,PG,10200,POR,@MEM,0,116,32,27,106,108,2%,27,25,21,41,37,38,56.7,51.3,37.0,65.7,37.5,53.8,5.3,36.7,43.8,4.3
Nikola Jokic,5,,C,10100,DEN,LAL,1,109,29,25,103,104,-11%,14,18,16,36,36,33,65.8,48.5,35.1,61.8,34.5,52.5,5.2,37.3,53.8,5.3
Anthony Davis,6,,PF/C,10000,LAL,@DEN,1,112,29,28,100,106,-4%,16,15,18,33,33,35,47.2,51.6,39.3,63.8,35.0,50.6,5.1,41.9,58.5,5.9
Domantas Sabonis,3,,PF/C,9800,IND,MIL,1,112,23,21,107,100,1%,14,13,14,36,37,35,48.4,44.4,35.2,53.6,35.0,45.5,4.6,29.8,31.0,3.2
Bradley Beal,7,,SG,9600,WAS,@NYK,0,112,34,23,101,110,-3%,24,26,22,34,36,36,50.5,48.0,36.9,59.0,36.0,48.5,5.1,33.9,42.0,4.4
Andre Drummond,13,,C,9400,CLE,ATL,2,116,35,22,106,112,5%,18,17,14,34,34,34,53.7,49.2,37.9,60.5,31.5,49.7,5.3,22.1,37.3,4.0
Deandre Ayton,1,O,C,9200,PHO,GSW,1,117,23,21,103,110,3%,15,19,16,33,34,34,49.6,42.7,32.0,53.4,0.0,0.0,0.0,0,0.0,0.0
John Collins,3,,PF/C,9100,ATL,@CLE,1,119,22,23,101,114,2%,17,17,15,42,40,32,48.5,40.7,30.4,51.0,33.5,42.0,4.6,34.1,35.5,3.9
Nikola Vucevic,10,,C,9000,ORL,DET,1,108,26,22,100,109,2%,18,16,17,34,34,33,43.9,43.0,33.9,52.0,33.5,48.1,5.3,40.1,52.3,5.8
Kyrie Irving,,O,PG,8900,BKN,TOR,1,110,33,26,103,102,-2%,18,20,21,30,33,34,46.4,48.4,33.4,63.4,0.0,0.0,0.0,0,0.0,0.0
Khris Middleton,5,,SF,8800,MIL,@IND,1,110,26,22,101,106,-15%,18,17,15,33,33,30,47.8,37.7,27.2,48.1,34.0,44.6,5.1,34.1,32.3,3.7
Pascal Siakam,7,,PF/C,8700,TOR,@BKN,1,114,28,19,104,106,-4%,22,19,20,35,35,35,39.8,43.0,32.6,53.3,34.5,40.0,4.6,37.5,34.0,3.9
Julius Randle,12,,PF/C,8600,NYK,WAS,2,115,28,17,105,114,4%,21,18,16,40,37,33,44.9,38.5,29.3,47.8,34.0,46.6,5.4,37.5,40.8,4.7
Hassan Whiteside,14,,C,8400,POR,@MEM,0,116,19,25,106,108,6%,10,10,11,31,31,31,41.9,42.4,30.2,54.5,33.5,46.6,5.5,34.2,34.8,4.1
Devin Booker,15,,PG/SG,8400,PHO,GSW,1,117,30,21,103,110,6%,14,15,18,34,34,36,34.4,42.4,30.1,54.8,36.0,48.4,5.8,37.3,49.8,5.9
D'Angelo Russell,9,,PG,8300,MIN,CHA,1,115,33,19,99,111,-5%,16,17,19,32,32,32,38.4,41.0,28.4,53.6,33.5,49.3,5.9,35.5,58.0,7.0
Kristaps Porzingis,0,,PF/C,8200,DAL,SAC,1,117,26,18,100,109,-7%,13,17,15,28,32,31,49.7,37.9,25.6,50.3,32.5,41.7,5.1,33,58.8,7.2
Jimmy Butler,0,,PG/SG,8000,MIA,@UTA,1,106,26,24,101,106,-9%,11,14,13,29,32,34,41.0,42.8,32.9,52.7,33.5,38.8,4.8,33.1,34.5,4.3
Rudy Gobert,4,,C,8000,UTA,MIA,1,110,16,22,100,107,-6%,7,7,9,36,36,35,36.4,42.0,33.1,51.0,35.0,42.8,5.3,36.6,47.0,5.9
Kyle Lowry,8,,PG,7900,TOR,@BKN,1,114,24,18,104,106,7%,14,13,15,34,33,37,41.7,41.4,31.4,51.3,35.0,39.6,5.0,36.7,50.3,6.4
Bam Adebayo,10,,C,7800,MIA,@UTA,1,106,21,21,101,106,1%,11,14,11,31,35,35,45.0,41.6,31.5,51.8,34.5,40.9,5.2,33.4,41.8,5.4
Stephen Curry,,O,PG,7800,GSW,@PHO,1,110,,,104,108,4%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
Spencer Dinwiddie,10,,PG/SG,7800,BKN,TOR,1,110,31,18,103,102,-2%,16,15,17,36,31,32,36.7,38.3,28.1,48.4,35.0,43.0,5.5,33.5,39.0,5.0
De'Aaron Fox,8,,PG,7700,SAC,@DAL,1,109,31,20,101,109,-4%,14,15,16,30,33,32,37.1,39.8,28.5,51.1,34.0,42.6,5.5,30.5,29.3,3.8
Eric Bledsoe,9,,PG,7700,MIL,@IND,1,110,25,19,101,106,-3%,16,15,12,32,32,28,37.6,32.7,22.2,43.2,32.0,40.9,5.3,27,28.0,3.6
Fred VanVleet,1,,PG/SG,7600,TOR,@BKN,1,114,23,17,104,106,7%,17,14,15,35,36,37,34.9,38.5,29.2,47.7,35.0,36.5,4.8,38.5,28.5,3.8
Andrew Wiggins,6,,SG/SF,7600,GSW,@PHO,1,110,25,16,104,108,0%,13,14,19,33,33,35,32.5,37.9,27.3,48.4,34.0,40.0,5.3,33.8,52.0,6.8
John Wall,,O,PG,7600,WAS,@NYK,0,112,,,101,110,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ja Morant,7,,PG,7500,MEM,POR,2,119,27,18,103,110,8%,15,12,14,31,30,30,32.0,34.5,23.3,45.6,30.5,36.9,4.9,32.1,40.8,5.4
Elfrid Payton,7,,PG,7500,NYK,WAS,2,115,22,15,105,114,8%,13,14,10,33,33,28,44.1,30.3,19.9,40.8,30.0,35.7,4.8,30.7,45.5,6.1
Devonte' Graham,8,,PG,7400,CHA,@MIN,1,109,26,16,105,109,3%,19,14,15,35,36,36,37.5,38.0,27.7,48.3,36.5,40.2,5.4,35.5,45.5,6.1
Kevin Love,,O,PF,7400,CLE,ATL,2,116,24,18,106,112,8%,13,14,13,30,33,32,41.4,37.8,26.6,48.9,0.0,0.0,0.0,0,0.0,0.0
Donovan Mitchell,4,,PG/SG,7300,UTA,MIA,1,110,31,19,100,107,-2%,18,19,21,36,35,35,33.8,39.6,30.5,48.6,35.0,37.8,5.2,35.4,42.8,5.9
Jonas Valanciunas,5,,C,7300,MEM,POR,2,119,21,22,103,110,4%,8,11,11,29,29,26,38.3,34.6,22.7,46.6,28.0,39.2,5.4,27.5,44.5,6.1
Kelly Oubre Jr.,12,,SF/PF,7200,PHO,GSW,1,117,22,16,103,110,4%,14,17,15,35,37,35,35.7,34.9,24.1,45.7,37.0,39.6,5.5,32.3,24.0,3.3
Christian Wood,4,,PF/C,7100,DET,@ORL,1,101,21,22,100,105,-1%,11,13,7,30,32,19,36.3,21.8,9.2,34.4,31.5,36.9,5.2,38.1,48.5,6.8
Jamal Murray,7,,PG,7000,DEN,LAL,1,109,26,18,103,104,1%,19,17,16,35,34,33,38.9,34.8,23.9,45.6,34.0,36.9,5.3,44.1,52.8,7.5
