Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,16,,PF,11400,MIL,@MIA,0,116,37,32,101,107,-1%,24,18,20,31,31,32,61.1,61.1,50.2,72.0,32.5,60.5,5.3,30.8,40.3,3.5
James Harden,13,,PG/SG,10500,HOU,@NYK,1,120,37,29,101,111,0%,25,21,24,37,36,38,58.8,61.1,47.0,75.3,35.5,58.3,5.6,39.1,57.5,5.5
Trae Young,20,,PG,10400,ATL,MEM,1,121,36,25,105,108,3%,18,21,21,33,36,36,53.0,53.4,39.4,67.4,37.0,56.3,5.4,29.2,23.8,2.3
Luka Doncic,18,,PG,10300,DAL,@CHI,0,113,39,28,102,108,-11%,21,19,21,38,33,34,55.0,58.1,44.4,71.9,35.0,59.8,5.8,38.5,43.3,4.2
Russell Westbrook,16,,PG,10000,HOU,@NYK,1,120,35,22,101,111,0%,26,24,23,39,37,37,55.5,52.6,41.5,63.8,35.5,53.6,5.4,37.4,39.3,3.9
Damian Lillard,,O,PG,9700,POR,@ORL,1,106,32,27,100,106,0%,21,23,21,37,37,38,49.6,51.2,37.0,65.4,0.0,0.0,0.0,0,0.0,0.0
Hassan Whiteside,5,,C,9600,POR,@ORL,1,106,19,25,100,106,-5%,15,14,11,33,34,31,49.0,43.1,31.6,54.7,34.5,48.2,5.0,26.5,39.3,4.1
CJ McCollum,16,,PG/SG,9300,POR,@ORL,1,106,26,17,100,106,-2%,27,26,20,39,39,37,55.6,37.7,25.9,49.4,38.5,47.4,5.1,35.7,58.3,6.3
John Collins,16,,PF,8900,ATL,MEM,1,121,22,24,105,108,0%,15,16,15,34,36,33,51.4,41.8,30.9,52.7,35.5,48.7,5.5,31.1,19.8,2.2
Domantas Sabonis,15,,PF/C,8800,IND,@SAS,1,111,24,21,102,111,1%,14,14,14,35,34,35,47.8,44.4,35.3,53.6,35.5,47.8,5.4,35.4,38.8,4.4
Zach LaVine,1,O,SG,8700,CHI,DAL,1,106,32,20,101,109,-4%,30,24,20,38,37,35,45.0,41.5,29.6,53.3,0.0,0.0,0.0,0,0.0,0.0
Kristaps Porzingis,,O,C,8600,DAL,@CHI,0,113,26,19,102,108,8%,23,18,16,38,33,31,54.0,40.1,26.4,53.8,0.0,0.0,0.0,0,0.0,0.0
Nikola Vucevic,17,,C,8400,ORL,POR,1,113,26,21,103,111,5%,17,18,17,35,34,33,42.4,43.1,33.9,52.2,34.5,49.5,5.9,32.2,51.3,6.1
Aaron Gordon,4,O,PF,8300,ORL,POR,1,113,21,15,103,111,5%,9,12,13,39,39,34,46.6,33.2,22.6,43.9,0.0,0.0,0.0,0,0.0,0.0
Bam Adebayo,10,,C,8100,MIA,MIL,1,111,21,21,107,99,-1%,11,12,11,31,32,35,44.9,42.4,31.7,53.2,33.0,42.5,5.2,37,44.8,5.5
Andre Drummond,2,O,C,8000,CLE,UTA,1,106,28,22,101,107,0%,18,12,14,30,26,33,34.7,47.8,35.4,60.3,0.0,0.0,0.0,0,0.0,0.0
Donovan Mitchell,10,,PG/SG,7900,UTA,@CLE,2,116,31,20,101,114,9%,27,22,21,34,34,35,42.1,39.9,30.6,49.2,34.5,40.8,5.2,34.3,37.8,4.8
