Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,6,,PG/SG,10700,HOU,LAC,2,119,37,29,104,105,-1%,23,22,24,40,36,38,56.9,61.1,47.1,75.1,37.0,60.3,5.6,27.9,30.8,2.9
Joel Embiid,,O,C,10500,PHI,@SAC,1,107,32,26,101,109,-3%,21,19,17,33,33,31,59.3,48.7,35.7,61.7,0.0,0.0,0.0,0,0.0,0.0
Russell Westbrook,11,,PG,10000,HOU,LAC,2,119,35,22,104,105,-1%,23,23,23,40,37,37,51.5,52.3,41.2,63.5,37.0,55.8,5.6,32.6,57.8,5.8
Nikola Jokic,9,,C,9500,DEN,@CHA,1,109,28,26,99,110,5%,13,12,15,34,30,33,46.7,48.5,35.4,61.5,33.0,49.9,5.3,30.5,42.3,4.5
Kawhi Leonard,8,,SF,9300,LAC,@HOU,1,118,34,27,106,107,7%,20,17,20,33,30,33,43.3,49.1,39.2,59.1,34.0,48.5,5.2,28.5,47.0,5.1
Pascal Siakam,8,,PF,9100,TOR,@GSW,1,117,28,19,103,110,2%,21,18,19,42,38,36,40.5,43.0,32.4,53.6,36.5,45.1,5.0,37.9,33.3,3.7
Kyle Lowry,7,,PG,8600,TOR,@GSW,1,117,24,17,103,110,5%,17,14,15,38,37,37,41.1,41.4,31.5,51.4,35.5,41.8,4.9,33.5,53.3,6.2
Ben Simmons,,O,PG/SF,8400,PHI,@SAC,1,107,23,21,101,109,-2%,18,12,12,40,38,37,49.3,45.0,33.7,56.3,0.0,0.0,0.0,0,0.0,0.0
Stephen Curry,5,,PG,8000,GSW,TOR,1,108,,,103,102,-3%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,26.0,36.3,4.5,27.2,43.3,5.4
De'Aaron Fox,9,,PG,8000,SAC,PHI,1,112,31,20,101,105,-4%,18,17,16,32,33,32,38.5,39.3,28.8,49.7,32.5,39.9,5.0,36.3,40.8,5.1
Tobias Harris,15,,SF/PF,7900,PHI,@SAC,1,107,23,17,101,109,2%,20,18,16,37,36,35,39.8,36.2,26.5,45.9,35.5,39.1,4.9,36.5,54.5,6.9
Andrew Wiggins,2,,SG/SF,7800,GSW,TOR,1,108,26,17,103,102,2%,18,17,18,35,34,35,36.7,37.9,27.3,48.6,33.5,36.6,4.7,37.4,37.8,4.8
Paul George,7,,SF,7400,LAC,@HOU,1,118,30,20,106,107,7%,12,12,17,29,26,30,29.3,39.3,27.0,51.6,30.0,38.2,5.2,29.5,34.3,4.6
Al Horford,6,,PF/C,7000,PHI,@SAC,1,107,18,15,101,109,-10%,10,9,11,31,32,31,33.5,30.5,21.9,39.1,34.0,34.8,5.0,36.4,37.5,5.4
Jamal Murray,4,,PG/SG,6800,DEN,@CHA,1,109,26,18,99,110,-4%,15,13,16,37,34,34,29.6,34.6,23.9,45.3,35.5,34.9,5.1,34.8,33.3,4.9
Robert Covington,8,,PF/C,6700,HOU,LAC,2,119,16,14,104,105,-1%,13,12,11,37,34,30,37.6,29.4,20.6,38.2,33.5,33.3,5.0,27.5,21.8,3.3
