Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,11,,PG/SG,11200,HOU,NOR,1,127,37,29,106,110,5%,22,20,24,38,36,38,47.3,61.5,47.1,75.9,37.0,65.2,5.8,38.8,73.0,6.5
Giannis Antetokounmpo,8,,PF,11000,MIL,PHO,1,123,38,33,104,108,-2%,23,22,20,32,31,31,63.1,60.2,49.2,71.2,31.5,60.3,5.5,30.6,69.8,6.3
Russell Westbrook,8,,PG,10200,HOU,NOR,1,127,34,21,106,110,5%,29,28,23,41,39,36,63.0,52.4,40.6,64.1,37.5,61.2,6.0,36,41.5,4.1
Pascal Siakam,6,,PF/C,9100,TOR,CHI,1,112,29,19,102,106,8%,15,18,20,35,33,36,43.1,43.4,33.5,53.4,34.5,44.7,4.9,28,34.8,3.8
Devin Booker,9,,PG/SG,8700,PHO,@MIL,1,111,30,21,107,100,-2%,19,19,18,35,36,37,44.3,43.3,31.0,55.5,37.5,45.6,5.2,33.8,48.3,5.6
Zach LaVine,5,,SG,8400,CHI,@TOR,1,103,31,20,103,102,-3%,20,23,20,40,38,35,43.9,40.6,28.5,52.8,36.0,43.6,5.2,33.4,41.8,5.0
Jrue Holiday,6,,PG/SG,8000,NOR,@HOU,1,122,26,18,106,107,2%,18,16,18,34,35,36,43.0,40.9,31.4,50.4,34.5,41.2,5.2,33.6,23.8,3.0
Khris Middleton,6,,SF,7800,MIL,PHO,1,123,26,22,104,108,1%,19,15,15,36,33,30,45.5,36.4,26.3,46.4,31.5,39.4,5.1,32.9,46.5,6.0
Clint Capela,,O,C,7700,HOU,NOR,1,127,16,21,106,110,3%,10,10,10,31,31,34,33.1,39.9,28.9,50.9,0.0,0.0,0.0,0,0.0,0.0
Zion Williamson,8,,PF/C,7700,NOR,@HOU,1,122,,,106,107,6%,14,13,13,29,25,25,32.5,32.5,26.6,38.3,29.5,39.4,5.1,33,39.0,5.1
Deandre Ayton,11,,C,7500,PHO,@MIL,1,111,22,20,107,100,0%,15,14,15,34,35,34,36.9,40.7,31.5,49.8,36.5,43.2,5.8,29.8,45.0,6.0
Fred VanVleet,1,,PG/SG,7300,TOR,CHI,1,112,23,17,102,106,-13%,12,13,15,36,36,37,36.2,38.9,29.3,48.5,35.5,37.0,5.1,32.2,30.5,4.2
Brandon Ingram,9,,SF/PF,7100,NOR,@HOU,1,122,29,21,106,107,6%,13,14,18,28,31,35,31.6,43.2,33.1,53.3,34.0,40.9,5.8,38.2,49.5,7.0
Lonzo Ball,6,,PG,7000,NOR,@HOU,1,122,21,13,106,107,2%,10,9,11,33,35,31,37.3,32.6,20.3,44.9,34.5,36.6,5.2,37.3,47.8,6.8
Kyle Lowry,5,,PG,6900,TOR,CHI,1,112,24,17,102,106,-13%,13,12,15,34,35,38,36.5,40.7,31.5,50.0,34.5,37.1,5.4,29.5,30.5,4.4
Eric Bledsoe,1,,PG,6700,MIL,PHO,1,123,25,19,104,108,4%,16,11,12,31,30,27,33.0,31.8,21.2,42.4,29.0,34.5,5.1,31.6,29.3,4.4
Kelly Oubre Jr.,8,,SF/PF,6400,PHO,@MIL,1,111,21,15,107,100,-7%,16,16,15,35,35,35,37.6,34.8,24.3,45.3,37.0,35.3,5.5,36.3,34.5,5.4
Serge Ibaka,11,,C,6200,TOR,CHI,1,112,23,18,102,106,8%,14,13,12,31,26,27,33.4,30.7,21.8,39.7,31.5,38.7,6.2,24.5,30.5,4.9
Eric Gordon,3,,SG/SF,5900,HOU,NOR,1,127,22,11,106,110,-3%,12,16,14,30,34,30,36.8,23.5,10.5,36.5,30.0,26.1,4.4,33.1,21.8,3.7
Ricky Rubio,,O,PG,5600,PHO,@MIL,1,111,22,15,107,100,0%,7,8,11,28,29,33,20.8,35.3,23.8,46.8,0.0,0.0,0.0,0,0.0,0.0
Derrick Favors,3,,C,5300,NOR,@HOU,1,122,16,21,106,107,6%,4,6,8,21,24,25,26.4,30.0,19.0,41.0,25.5,27.5,5.2,23.9,22.8,4.3
Thaddeus Young,1,,PF,5200,CHI,@TOR,1,103,20,13,103,102,5%,11,10,9,33,32,23,25.2,20.5,12.7,28.3,30.0,26.2,5.0,29.8,34.8,6.7
