Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,23,,PG/SG,13000,HOU,@MEM,2,123,39,32,106,109,4%,29,24,25,40,38,38,70.6,64.6,52.1,77.2,37.5,69.7,5.4,39.1,61.5,4.7
Luka Doncic,19,,PG/SF,12600,DAL,@GSW,2,115,39,31,103,109,8%,17,23,21,33,36,34,59.5,60.1,46.1,74.0,35.0,64.6,5.1,27,34.5,2.7
Giannis Antetokounmpo,7,,SF/PF,12200,MIL,NYK,2,,37,33,101,111,9%,16,17,20,28,30,31,52.0,59.8,48.4,71.2,30.0,59.6,4.9,21.4,57.3,4.7
Trae Young,11,,PG,10200,ATL,PHO,1,,36,23,104,108,3%,25,22,22,35,37,36,56.1,51.9,38.5,65.3,35.0,53.6,5.3,37.8,63.0,6.2
Kawhi Leonard,18,,SF/PF,10000,LAC,CLE,1,,34,25,101,113,0%,25,22,20,37,34,33,45.9,47.5,38.1,56.9,34.5,53.7,5.4,28.7,61.3,6.1
Russell Westbrook,,O,PG,9500,HOU,@MEM,2,123,34,19,106,109,4%,25,24,22,33,35,36,45.6,49.2,38.5,60.0,0.0,0.0,0.0,0,0.0,0.0
Rudy Gobert,5,,C,9200,UTA,@BKN,1,,16,22,105,105,5%,10,10,9,33,34,35,41.0,41.1,32.2,50.1,34.5,44.8,4.9,36.5,58.0,6.3
Paul George,,O,SG/SF,8700,LAC,CLE,1,,31,21,101,113,0%,20,19,18,33,35,31,40.7,41.4,28.4,54.5,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,2,,PG,8600,BKN,UTA,1,107,35,27,101,104,-4%,25,23,23,36,34,34,44.5,50.1,36.7,63.5,26.5,36.0,4.2,32.2,63.3,7.4
John Collins,10,,PF/C,8300,ATL,PHO,1,,22,20,104,108,-1%,12,12,14,28,30,31,34.9,38.6,28.6,48.5,33.0,44.4,5.3,29.3,42.5,5.1
Devin Booker,13,,PG/SG,8200,PHO,@ATL,1,,29,20,106,110,5%,14,19,18,37,38,37,45.4,42.2,30.9,53.5,37.0,44.7,5.5,34.1,55.8,6.8
Stephen Curry,,O,PG,8000,GSW,DAL,1,,,,101,108,-8%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
D'Angelo Russell,19,,PG/SG,7900,GSW,DAL,1,,33,20,101,108,-8%,23,21,19,33,33,32,45.5,41.0,27.0,55.0,34.0,43.6,5.5,34.2,25.8,3.3
Kelly Oubre Jr.,11,,SF/PF,7900,PHO,@ATL,1,,21,16,106,110,20%,16,15,15,37,38,35,40.6,35.1,24.5,45.7,37.5,38.8,4.9,37.8,18.3,2.3
Clint Capela,16,,C,7800,HOU,@MEM,2,123,15,22,106,109,5%,11,12,10,33,32,34,41.6,40.9,29.4,52.5,35.0,44.7,5.7,33.1,38.5,4.9
Deandre Ayton,8,,PF/C,7800,PHO,@ATL,1,,22,19,106,110,4%,16,14,14,28,33,30,37.1,36.6,29.3,44.0,31.5,38.9,5.0,32.8,37.5,4.8
Donovan Mitchell,8,,PG/SG,7700,UTA,@BKN,1,,30,20,105,105,1%,20,18,21,35,35,35,40.4,40.2,32.0,48.5,34.5,42.0,5.5,36.4,33.0,4.3
Ja Morant,3,,PG,7600,MEM,HOU,1,,28,18,106,106,2%,16,14,14,32,30,30,39.9,34.3,24.0,44.6,31.0,37.5,4.9,36.9,48.8,6.4
