Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,15,,PG/SG,12000,HOU,CHA,1,,37,29,99,111,-6%,25,19,24,38,36,38,51.5,61.8,47.5,76.1,38.0,70.4,5.9,39.8,79.3,6.6
Giannis Antetokounmpo,10,,PF,11400,MIL,@NOR,1,,38,33,106,110,6%,24,21,20,31,30,31,63.6,60.4,49.4,71.4,31.5,63.5,5.6,33,67.8,5.9
Damian Lillard,10,,PG,10300,POR,@DEN,2,,31,27,100,106,-5%,30,26,21,38,39,38,77.3,52.3,37.7,66.9,38.0,52.7,5.1,30.1,39.5,3.8
Russell Westbrook,,O,PG,10200,HOU,CHA,1,,34,21,99,111,-6%,26,27,23,38,39,36,57.5,52.1,40.4,63.8,0.0,0.0,0.0,0,0.0,0.0
LeBron James,16,,PG/SF,10100,LAL,SAS,2,,34,26,102,110,2%,19,18,20,36,35,35,51.9,55.4,45.0,65.8,35.5,56.6,5.6,34.2,62.3,6.2
Nikola Jokic,10,,C,10000,DEN,POR,1,102,28,25,104,110,3%,20,19,15,37,37,32,58.3,47.4,34.6,60.2,35.5,57.0,5.7,30.7,69.8,7.0
Anthony Davis,12,P,PF/C,9300,LAL,SAS,2,,29,28,102,110,1%,16,15,18,34,33,35,50.3,51.8,39.9,63.8,35.5,55.1,5.9,29.1,26.3,2.8
Hassan Whiteside,7,,C,8500,POR,@DEN,2,,19,25,100,106,-2%,12,10,11,34,33,31,47.1,43.0,31.3,54.6,33.5,44.0,5.2,23,15.8,1.9
DeMar DeRozan,6,,SG/SF,7700,SAS,@LAL,0,,27,22,103,103,2%,19,17,16,34,35,35,42.3,40.0,31.7,48.2,35.0,38.9,5.1,32.8,48.8,6.3
Khris Middleton,12,,SF,7300,MIL,@NOR,1,,26,22,106,110,3%,13,15,15,35,34,30,47.3,36.6,26.5,46.7,32.0,40.9,5.6,33.5,48.0,6.6
Clint Capela,,O,C,7200,HOU,CHA,1,,16,21,99,111,8%,10,10,10,31,31,34,33.1,39.9,28.9,50.9,0.0,0.0,0.0,0,0.0,0.0
Zion Williamson,8,,PF/C,7100,NOR,MIL,1,,,,107,100,3%,15,13,13,31,28,26,33.3,33.5,27.7,39.4,32.0,42.1,5.9,31.8,36.3,5.1
Brandon Ingram,11,,SF/PF,7000,NOR,MIL,1,,29,21,107,100,-7%,18,16,19,35,34,35,34.1,43.5,33.4,53.6,34.5,40.4,5.8,35.6,48.3,6.9
Jrue Holiday,7,,PG/SG,6900,NOR,MIL,1,,26,17,107,100,0%,15,16,18,33,35,36,37.4,40.5,30.7,50.2,34.5,39.3,5.7,28.7,22.8,3.3
Devonte' Graham,4,,PG,6800,CHA,@HOU,0,,26,16,106,107,2%,12,12,15,37,35,36,27.9,37.5,27.2,47.9,36.0,36.1,5.3,35.1,39.0,5.7
Lonzo Ball,7,,PG,6700,NOR,MIL,1,,21,13,107,100,0%,9,9,11,35,35,32,37.0,32.9,20.6,45.3,35.0,36.8,5.5,38.8,36.0,5.4
Eric Bledsoe,3,,PG,6600,MIL,@NOR,1,,25,19,106,110,5%,10,12,12,32,31,27,34.8,32.0,21.4,42.5,29.5,34.8,5.3,32.6,34.5,5.2
Will Barton,4,,PG/SF,6500,DEN,POR,1,102,21,16,104,110,-3%,17,13,13,35,32,34,32.8,33.4,23.6,43.1,33.5,32.0,4.9,24.1,25.8,4.0
Terry Rozier,3,,PG/SG,6400,CHA,@HOU,0,,25,15,106,107,2%,13,15,15,35,36,35,31.9,32.7,21.8,43.7,35.5,33.8,5.3,33.6,32.8,5.1
CJ McCollum,5,,PG/SG,6300,POR,@DEN,2,,25,17,100,106,-3%,18,19,19,37,37,37,35.7,36.5,26.1,46.9,36.0,34.3,5.4,31.4,26.5,4.2
LaMarcus Aldridge,6,,PF/C,6200,SAS,@LAL,0,,22,21,103,103,-7%,14,13,15,31,34,34,37.8,38.0,27.2,48.7,32.5,34.8,5.6,30.2,14.3,2.3
Jamal Murray,2,,PG,6100,DEN,POR,1,102,26,17,104,110,9%,17,17,16,37,35,33,36.7,34.0,23.2,44.8,30.0,32.4,5.3,19.9,32.0,5.2
Monte Morris,1,,PG,5900,DEN,POR,1,102,19,15,104,110,9%,12,11,7,34,34,21,26.9,17.6,8.7,26.5,22.5,20.4,3.5,22.9,13.5,2.3
Jerami Grant,5,,PF/C,5700,DEN,POR,1,102,17,14,104,110,7%,12,12,9,39,36,26,33.1,20.6,11.4,29.8,34.5,30.7,5.4,29.8,30.5,5.4
Carmelo Anthony,3,,PF,5500,POR,@DEN,2,,22,13,100,106,-1%,13,15,14,33,36,33,31.2,29.6,19.9,39.3,33.5,28.6,5.2,26,4.5,0.8
Michael Porter Jr.,,O,SF/PF,5400,DEN,POR,1,102,22,20,104,110,2%,11,12,6,25,24,14,31.9,16.7,3.4,29.9,0.0,0.0,0.0,0,0.0,0.0
Brook Lopez,1,,C,5300,MIL,@NOR,1,,16,14,106,110,1%,14,11,9,29,28,27,24.8,25.7,16.4,34.9,27.0,26.2,4.9,34.1,28.3,5.3
Miles Bridges,2,,SF/PF,5300,CHA,@HOU,0,,19,12,106,107,7%,17,13,11,36,30,31,28.7,25.1,15.2,35.1,31.5,26.7,5.0,39.1,44.8,8.5
