Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,21,,SF/PF,11700,MIL,CHI,3,120,35,34,105,105,10%,21,20,18,36,34,33,68.7,63.8,51.9,75.6,34.5,70.0,6.0,35.8,71.5,6.1
Luka Doncic,18,,PG/SG,10000,DAL,@NYK,2,111,36,30,102,109,-6%,19,20,20,31,34,35,61.0,58.5,43.6,73.3,34.5,56.3,5.6,35.5,74.5,7.5
Trae Young,28,,PG,9600,ATL,@PHO,1,111,37,27,106,103,-6%,26,22,20,42,37,34,53.5,49.8,27.8,71.7,37.5,53.9,5.6,35.8,45.3,4.7
Kawhi Leonard,,O,SF/PF,9500,LAC,@NOR,0,119,39,28,110,110,4%,18,23,22,38,35,34,53.1,54.2,47.2,61.1,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,10,,PG,8800,BKN,@DEN,1,108,35,28,100,101,-5%,23,23,23,31,34,34,46.9,51.0,37.3,64.7,34.0,49.5,5.6,34.7,40.5,4.6
Nikola Jokic,26,,C,8600,DEN,BKN,1,116,28,20,109,109,11%,21,18,15,33,32,31,40.9,42.1,29.7,54.5,31.0,49.0,5.7,28,37.5,4.4
Jrue Holiday,18,,PG/SG,8200,NOR,LAC,2,115,24,13,105,102,2%,17,16,15,37,35,35,39.4,37.0,30.2,43.9,37.0,44.5,5.4,36.5,64.5,7.9
Devin Booker,23,,PG/SG,8100,PHO,ATL,1,119,28,21,103,106,17%,16,15,17,36,34,35,38.1,39.2,30.0,48.4,35.0,44.9,5.5,32.1,40.0,4.9
Paul George,6,,SF/PF,7900,LAC,@NOR,0,119,,,110,110,4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27.5,40.6,5.1,24.2,49.3,6.2
Lou Williams,20,,PG/SG,7700,LAC,@NOR,0,119,32,20,110,110,11%,19,20,18,38,35,33,40.3,36.1,26.0,46.2,34.5,41.0,5.3,36.7,50.5,6.6
Montrezl Harrell,12,,PF/C,7600,LAC,@NOR,0,119,24,27,110,110,8%,14,15,13,35,33,32,38.1,36.0,24.5,47.5,32.0,35.7,4.7,36.4,42.8,5.6
Brandon Ingram,2,O,SF/PF,7500,NOR,LAC,2,115,30,24,105,102,-5%,19,16,18,34,31,32,38.1,44.1,30.0,58.1,0.0,0.0,0.0,0,0.0,0.0
Ricky Rubio,13,,PG,7400,PHO,ATL,1,119,22,19,103,106,-11%,17,14,12,34,33,33,42.0,39.2,31.9,46.5,33.5,38.0,5.1,30.1,22.8,3.1
Eric Bledsoe,9,,PG,7300,MIL,CHI,3,120,27,20,105,105,-18%,18,15,13,31,27,27,39.8,32.6,22.6,42.7,29.0,36.4,5.0,31.6,49.5,6.8
Jabari Parker,11,,SF/PF,7200,ATL,@PHO,1,111,25,21,106,103,1%,21,17,13,35,33,27,39.9,30.4,16.7,44.2,33.5,37.0,5.1,31.8,40.3,5.6
Zach LaVine,6,,PG/SG,7100,CHI,@MIL,1,109,29,16,109,101,12%,18,17,17,31,32,32,34.9,34.8,22.9,46.6,32.0,35.2,5.0,32.8,46.8,6.6
Julius Randle,14,,PF/C,7000,NYK,DAL,1,104,26,13,103,109,10%,15,15,14,34,33,34,32.3,34.6,25.1,44.0,34.0,38.3,5.5,36.3,33.0,4.7
Kristaps Porzingis,16,,PF/C,6900,DAL,@NYK,2,111,27,15,102,109,1%,17,15,16,28,32,32,31.2,36.4,22.4,50.3,32.5,37.7,5.5,33.1,44.3,6.4
Jamal Murray,10,,PG/SG,6800,DEN,BKN,1,116,27,17,109,109,20%,18,17,16,34,34,34,36.5,34.0,25.1,42.9,32.5,36.2,5.3,28.7,17.8,2.6
Will Barton,9,,PG/SF,6600,DEN,BKN,1,116,21,19,109,109,7%,16,14,12,37,36,33,39.3,34.5,25.7,43.3,32.5,31.7,4.8,38,30.5,4.6
