Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,12,,PG/SG,12000,HOU,@TOR,1,114,40,32,103,100,-4%,31,25,25,40,40,38,70.3,64.9,52.9,76.8,37.5,61.7,5.1,40.4,47.8,4.0
Joel Embiid,21,,C,9700,PHI,@WAS,2,121,32,25,108,114,14%,14,15,16,32,33,30,46.6,47.0,33.7,60.3,32.5,57.9,6.0,35.2,53.8,5.5
Russell Westbrook,6,,PG,8800,HOU,@TOR,1,114,33,17,103,100,-4%,21,21,20,38,37,34,44.1,45.7,32.5,58.8,35.5,46.4,5.3,35.4,56.3,6.4
Bradley Beal,10,,SG,8700,WAS,PHI,1,113,32,23,102,101,-12%,25,19,22,38,35,37,45.2,47.6,35.0,60.1,39.5,52.0,6.0,38.1,44.0,5.1
Nikola Jokic,6,,C,8500,DEN,@NYK,1,107,26,19,100,110,-3%,12,11,14,35,33,31,40.3,40.8,28.8,52.7,32.0,42.2,5.0,24.7,32.5,3.8
Pascal Siakam,13,,PF/C,8400,TOR,HOU,1,116,29,20,108,106,5%,18,20,20,37,37,37,43.0,45.7,35.5,56.0,36.0,45.8,5.5,36.4,43.8,5.2
Brandon Ingram,15,,SF/PF,8200,NOR,PHO,1,120,29,22,105,107,0%,17,19,20,39,38,36,43.5,46.3,39.2,53.4,36.0,47.4,5.8,30.4,32.5,4.0
Ben Simmons,16,,PG/SF,8000,PHI,@WAS,2,121,22,17,108,114,5%,12,11,11,36,37,36,42.7,41.0,34.1,47.9,35.0,44.6,5.6,36,42.3,5.3
Clint Capela,12,,C,7900,HOU,@TOR,1,114,16,23,103,100,-8%,13,13,10,40,38,33,51.8,41.5,28.0,55.1,35.0,42.8,5.4,32.2,28.8,3.6
Devin Booker,20,,PG/SG,7500,PHO,@NOR,0,116,29,19,107,111,6%,16,16,17,34,36,35,33.3,38.7,27.6,49.9,36.0,41.1,5.5,42.5,71.5,9.5
Jrue Holiday,19,,PG/SG,7300,NOR,PHO,1,120,26,17,105,107,4%,19,18,18,36,38,37,39.6,41.0,30.0,52.0,35.5,42.5,5.8,41.1,51.8,7.1
Kyle Lowry,10,,PG,7000,TOR,HOU,1,116,25,19,108,106,-7%,17,16,16,40,39,39,43.1,42.8,37.6,47.9,34.5,37.4,5.3,41.8,38.8,5.5
Jamal Murray,8,P,PG/SG,6700,DEN,@NYK,1,107,27,18,100,110,1%,17,18,17,36,36,34,37.8,36.1,24.5,47.7,33.5,35.1,5.2,22.2,23.8,3.6
Fred VanVleet,11,,PG/SG,6600,TOR,HOU,1,116,23,17,108,106,-7%,13,14,15,38,37,38,40.6,39.0,29.3,48.6,36.0,37.9,5.7,38.5,43.5,6.6
