Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Trae Young,1,O,PG,10300,ATL,@BKN,1,109,36,23,105,105,12%,25,22,22,35,37,36,56.1,51.9,38.5,65.3,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,3,,PG,9400,BKN,ATL,1,118,35,26,106,110,0%,25,24,24,36,36,35,49.5,52.3,40.6,64.0,27.0,39.2,4.2,19.8,32.0,3.4
Bradley Beal,,,SG/SF,9200,WAS,UTA,1,109,33,21,101,104,-11%,29,25,22,33,37,37,49.8,47.3,35.7,58.8,29.0,35.9,3.9,27,32.8,3.6
Pascal Siakam,1,,PF/C,9100,TOR,SAS,3,113,29,19,103,110,2%,24,22,21,35,36,37,46.8,45.2,34.9,55.5,26.5,33.2,3.6,29.8,27.8,3.1
Kawhi Leonard,10,,SF/PF,9000,LAC,@DEN,1,111,34,25,100,105,-10%,25,22,20,36,34,33,43.6,47.5,37.9,57.0,35.5,50.9,5.7,35.9,47.8,5.3
Nikola Jokic,10,,C,8800,DEN,LAC,0,110,28,25,105,104,3%,16,16,15,32,31,31,47.4,44.7,31.9,57.5,33.0,51.2,5.8,31.4,51.8,5.9
Paul George,,O,SG/SF,8600,LAC,@DEN,1,111,31,21,100,105,-10%,20,19,18,33,35,31,40.7,41.4,28.4,54.5,0.0,0.0,0.0,0,0.0,0.0
Rudy Gobert,3,,C,8500,UTA,@WAS,1,115,16,21,106,113,8%,10,10,9,32,33,35,41.1,40.9,31.9,50.0,34.5,45.8,5.4,37.5,47.5,5.6
Devin Booker,5,,PG/SG,8400,PHO,CHA,1,113,29,21,99,111,0%,18,21,18,38,38,36,48.0,42.0,30.6,53.5,36.5,43.3,5.2,38,31.5,3.8
Kyle Lowry,5,,PG,8200,TOR,SAS,3,113,24,18,103,110,7%,18,17,16,40,40,39,41.5,42.5,34.1,50.8,37.0,43.0,5.2,38.9,48.8,6.0
Jimmy Butler,4,,SG/SF,8100,MIA,@NYK,1,112,26,24,101,111,-2%,12,11,14,32,34,35,42.0,43.6,33.7,53.5,35.0,44.8,5.5,34.9,49.5,6.1
Bam Adebayo,4,,C,8000,MIA,@NYK,1,112,20,21,101,111,-3%,12,10,10,31,34,35,39.1,40.7,29.6,51.8,35.0,42.7,5.3,37.3,27.5,3.4
Stephen Curry,,O,PG,8000,GSW,@MEM,1,110,,,106,110,3%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
John Collins,9,,PF/C,8000,ATL,@BKN,1,109,22,21,105,105,-3%,14,15,14,30,31,31,41.5,39.9,30.9,49.0,32.5,46.8,5.8,28.2,22.3,2.8
DeMar DeRozan,3,,SG/SF,7900,SAS,@TOR,1,108,27,21,102,101,0%,18,18,16,36,35,35,44.6,38.4,30.3,46.5,34.0,38.6,4.9,34.6,44.0,5.6
Serge Ibaka,2,,PF/C,7800,TOR,SAS,3,113,24,17,103,110,2%,16,16,12,36,34,26,38.9,30.1,20.7,39.6,33.0,37.3,4.8,32.4,44.5,5.7
Julius Randle,4,,PF/C,7700,NYK,MIA,1,105,27,17,101,105,2%,15,17,15,33,34,32,43.8,36.9,27.7,46.2,33.5,39.2,5.1,32.8,45.5,5.9
Deandre Ayton,5,,PF/C,7700,PHO,CHA,1,113,21,18,99,111,7%,15,14,14,34,34,31,38.4,36.9,29.0,44.7,31.0,39.7,5.2,26.1,34.8,4.5
Fred VanVleet,,O,PG/SG,7600,TOR,SAS,3,113,24,16,103,110,7%,18,17,15,37,36,37,39.0,39.1,28.8,49.4,0.0,0.0,0.0,0,0.0,0.0
Spencer Dinwiddie,2,,PG/SG,7500,BKN,ATL,1,118,33,19,106,110,0%,20,17,18,36,31,32,36.5,39.4,28.8,50.0,30.5,36.6,4.9,24.5,22.5,3.0
Donovan Mitchell,1,O,PG/SG,7400,UTA,@WAS,1,115,30,20,106,113,8%,20,18,21,35,35,35,40.4,40.2,32.0,48.5,0.0,0.0,0.0,0,0.0,0.0
Ja Morant,3,,PG,7400,MEM,GSW,1,116,28,19,103,109,8%,19,14,14,33,31,30,39.0,34.2,23.8,44.7,31.0,37.6,5.1,29.6,36.3,4.9
LaMarcus Aldridge,3,,PF/C,7300,SAS,@TOR,1,108,23,21,102,101,3%,12,12,15,33,33,34,35.9,39.1,29.0,49.1,33.0,37.3,5.1,33.8,24.5,3.4
Will Barton,1,,PG/SF,7200,DEN,LAC,0,110,20,16,105,104,0%,19,15,13,38,35,34,36.7,33.4,23.5,43.3,34.5,33.8,4.7,32,18.8,2.6
Jordan McRae,,,PG/SG,7100,WAS,UTA,1,109,25,17,101,104,-11%,19,20,12,28,31,24,35.5,26.0,12.3,39.7,29.0,27.9,3.9,25.2,27.5,3.9
Terry Rozier,2,,PG/SG,7100,CHA,@PHO,1,105,25,16,105,108,3%,19,18,16,38,39,35,43.0,33.4,22.8,44.0,36.5,35.6,5.0,28.2,10.0,1.4
D'Angelo Russell,6,,PG/SG,7000,GSW,@MEM,1,110,33,20,106,110,3%,23,21,19,33,32,32,44.0,40.5,26.4,54.7,32.0,40.9,5.8,34.6,50.3,7.2
Devonte' Graham,7,,PG,6900,CHA,@PHO,1,105,27,16,105,108,3%,12,13,16,34,37,35,34.0,37.9,27.2,48.5,36.0,38.3,5.6,36,44.3,6.4
Ricky Rubio,4,,PG,6800,PHO,CHA,1,113,23,16,99,111,-5%,8,8,12,35,33,33,31.6,37.1,27.4,46.9,34.0,36.2,5.3,34.3,27.0,4.0
Troy Brown Jr.,,,SF/PF,6700,WAS,UTA,1,109,18,14,101,104,-7%,15,13,9,35,35,26,36.3,24.2,13.3,35.1,29.5,25.5,3.8,31.1,20.5,3.1
Kelly Oubre Jr.,6,,SF/PF,6700,PHO,CHA,1,113,21,16,99,111,1%,12,14,14,36,37,35,38.4,34.5,24.4,44.6,36.5,35.9,5.4,40.3,56.3,8.4
Jaren Jackson Jr.,3,,PF/C,6600,MEM,GSW,1,116,24,18,103,109,0%,13,13,14,28,30,29,36.5,32.1,22.3,41.8,31.0,35.0,5.3,27.6,37.3,5.7
Lou Williams,2,,PG/SG,6500,LAC,@DEN,1,111,30,18,100,105,-5%,15,15,16,33,31,31,39.8,34.5,24.9,44.1,31.5,35.0,5.4,34.9,39.0,6.0
Elfrid Payton,,,PG,6400,NYK,MIA,1,105,22,15,101,105,-7%,15,12,9,29,29,26,28.9,26.4,17.1,35.7,31.0,29.4,4.6,31.3,26.5,4.1
Jamal Murray,8,,PG/SG,6400,DEN,LAC,0,110,26,17,105,104,-1%,20,18,16,33,35,33,39.8,34.2,23.3,45.1,33.5,35.3,5.5,38,26.5,4.1
Jonas Valanciunas,4,,C,6300,MEM,GSW,1,116,22,22,103,109,-2%,9,10,11,26,26,25,36.2,33.1,21.5,44.6,26.0,32.7,5.2,28.7,62.8,10.0
Marcus Morris Sr.,,,SF/PF,6200,NYK,MIA,1,105,,,101,105,2%,18,16,15,35,32,32,36.0,32.1,19.9,44.3,0.0,0.0,0.0,0,0.0,0.0
Montrezl Harrell,7,,PF/C,6100,LAC,@DEN,1,111,25,23,100,105,-2%,15,14,14,33,29,30,33.5,34.5,23.6,45.4,29.5,34.5,5.7,29.7,40.0,6.6
Ish Smith,,,PG,6000,WAS,UTA,1,109,20,14,101,104,-3%,14,17,11,26,30,27,34.7,24.5,13.6,35.3,26.5,23.3,3.9,28,26.0,4.3
Kevin Huerter,4,,PG/SG,6000,ATL,@BKN,1,109,19,13,105,105,1%,11,14,10,32,35,27,34.7,24.3,15.1,33.4,33.5,32.5,5.4,25.9,22.8,3.8
Bobby Portis,,,PF/C,5900,NYK,MIA,1,105,21,15,101,105,2%,14,11,9,29,23,22,27.0,22.0,11.8,32.2,20.5,20.8,3.5,17.2,9.8,1.7
Norman Powell,,,SG/SF,5900,TOR,SAS,3,113,19,15,103,110,1%,11,13,11,34,33,29,33.1,25.0,14.1,35.8,26.0,22.8,3.9,31.3,33.3,5.6
Bojan Bogdanovic,2,,SF/PF,5800,UTA,@WAS,1,115,25,16,106,113,4%,18,15,15,30,32,34,28.3,31.2,22.0,40.3,33.5,34.1,5.9,36.3,38.3,6.6
Dillon Brooks,2,,SG/SF,5800,MEM,GSW,1,116,23,12,103,109,4%,20,18,14,31,30,28,32.3,26.1,17.2,34.9,29.5,26.8,4.6,26.1,9.5,1.6
RJ Barrett,1,,PG/SG,5700,NYK,MIA,1,105,23,10,101,105,2%,13,13,13,30,32,32,25.6,26.8,15.8,37.8,31.5,25.2,4.4,39.6,38.3,6.7
Miles Bridges,,,SF/PF,5700,CHA,@PHO,1,105,19,12,105,108,3%,12,10,11,32,32,31,30.2,25.4,16.4,34.4,31.0,25.1,4.4,32.7,32.8,5.8
Terence Davis,,,PG/SG,5700,TOR,SAS,3,113,18,15,103,110,2%,9,8,6,23,20,18,20.6,16.5,6.0,27.0,20.0,17.8,3.1,12.4,7.3,1.3
Dejounte Murray,,,PG,5600,SAS,@TOR,1,108,22,18,102,101,-3%,8,9,9,26,26,24,26.3,27.1,18.1,36.1,25.5,27.9,5.0,21.4,24.3,4.3
Davis Bertans,,,SF/PF,5500,WAS,UTA,1,109,18,17,101,104,-7%,13,13,11,29,34,30,30.1,28.1,18.5,37.8,24.5,21.4,3.9,25.8,28.5,5.2
Jarrett Allen,4,,C,5500,BKN,ATL,1,118,15,21,106,110,4%,7,5,7,30,27,27,22.6,30.6,19.4,41.8,27.0,29.1,5.3,23.9,32.0,5.8
Caris LeVert,1,,PG/SF,5500,BKN,ATL,1,118,28,12,106,110,5%,16,12,15,23,24,29,22.2,27.8,19.0,36.6,26.0,26.2,4.8,22.3,21.5,3.9
Taurean Prince,4,,SF/PF,5500,BKN,ATL,1,118,20,10,106,110,20%,16,13,12,34,31,31,27.9,27.6,18.3,36.9,29.0,25.9,4.7,21.4,24.3,4.4
Goran Dragic,2,,PG,5400,MIA,@NYK,1,112,26,17,101,111,3%,12,12,12,28,26,28,28.9,29.7,21.1,38.3,28.5,29.4,5.4,23.9,12.0,2.2
Alec Burks,4,,PG/SG,5400,GSW,@MEM,1,110,23,17,106,110,6%,15,12,13,29,28,30,30.6,30.3,19.5,41.1,31.5,31.8,5.9,27.5,19.5,3.6
OG Anunoby,2,,SF/PF,5400,TOR,SAS,3,113,15,13,103,110,1%,11,10,9,33,32,31,25.9,25.3,14.7,36.0,30.0,25.0,4.6,29.4,17.3,3.2
Mitchell Robinson,,P,C,5300,NYK,MIA,1,105,14,24,101,105,-6%,6,5,6,22,23,23,18.9,24.8,16.8,32.8,22.5,23.2,4.4,14.6,6.3,1.2
Jerami Grant,2,,PF/C,5300,DEN,LAC,0,110,17,13,105,104,2%,9,7,8,30,24,23,16.0,17.5,10.2,24.8,29.5,23.4,4.4,33,22.5,4.2
Joe Ingles,1,,SG/SF,5200,UTA,@WAS,1,115,17,13,106,113,4%,8,10,8,24,29,30,27.6,25.3,15.3,35.3,32.5,31.8,6.1,33.3,42.0,8.1
PJ Washington,3,,PF/C,5200,CHA,@PHO,1,105,18,13,105,108,0%,6,10,10,34,35,31,27.1,26.2,17.6,34.8,33.5,27.2,5.2,23.9,12.8,2.5
Alex Len,1,,C,5200,ATL,@BKN,1,109,18,18,105,105,6%,10,8,7,24,24,20,26.8,21.4,10.8,32.0,23.5,29.1,5.6,16.4,16.5,3.2
Thomas Bryant,1,,C,5100,WAS,UTA,1,109,19,19,101,104,0%,9,9,10,26,27,28,27.4,31.5,22.2,40.8,19.0,18.9,3.7,15.4,13.3,2.6
Derrick Jones Jr.,,,SF/PF,5100,MIA,@NYK,1,112,15,13,101,111,4%,9,11,7,27,30,26,24.9,19.9,10.9,28.9,28.5,23.5,4.6,18.7,10.0,2.0
Draymond Green,5,,PG/SF,5100,GSW,@MEM,1,110,18,13,106,110,-1%,8,7,8,32,29,29,26.1,29.4,18.1,40.6,31.0,31.1,6.1,23.1,29.5,5.8
Joe Harris,4,,SG/SF,5100,BKN,ATL,1,118,18,13,106,110,20%,11,11,12,37,33,32,25.6,25.9,17.9,33.8,31.0,25.7,5.0,21.4,21.8,4.3
Rui Hachimura,,O,PF/C,5000,WAS,UTA,1,109,19,14,101,104,-4%,7,12,12,23,31,29,24.4,25.2,14.7,35.6,0.0,0.0,0.0,0,0.0,0.0
Jae Crowder,4,,SF/PF,5000,MEM,GSW,1,116,16,11,103,109,0%,5,10,9,28,29,31,32.1,26.3,15.2,37.4,29.5,27.0,5.4,20.4,19.5,3.9
Damion Lee,,O,SG/SF,5000,GSW,@MEM,1,110,20,14,106,110,6%,13,12,11,32,30,28,24.9,25.3,14.2,36.4,0.0,0.0,0.0,0,0.0,0.0
Paul Millsap,,O,PF/C,5000,DEN,LAC,0,110,20,17,105,104,-4%,6,7,9,23,23,25,19.1,24.3,15.3,33.4,0.0,0.0,0.0,0,0.0,0.0
Patrick McCaw,,,SG/SF,5000,TOR,SAS,3,113,12,9,103,110,1%,9,8,6,39,31,29,20.1,17.2,6.5,27.9,24.5,15.1,3.0,19.6,7.0,1.4
Moritz Wagner,,O,PF/C,4900,WAS,UTA,1,109,21,19,101,104,-4%,5,8,8,22,24,20,23.2,23.5,13.9,33.1,0.0,0.0,0.0,0,0.0,0.0
Marc Gasol,1,O,C,4900,TOR,SAS,3,113,13,10,103,110,0%,10,8,7,31,30,30,31.6,25.1,15.9,34.2,0.0,0.0,0.0,0,0.0,0.0
De'Andre Hunter,1,,SF/PF,4900,ATL,@BKN,1,109,18,8,105,105,12%,9,8,11,28,30,32,15.6,21.3,11.3,31.3,32.5,22.9,4.7,17.5,4.3,0.9
