Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,11,,SF/PF,11300,MIL,LAC,1,119,38,34,105,103,-10%,18,23,20,25,31,32,61.1,62.6,51.2,74.1,34.0,64.0,5.7,26.4,46.8,4.1
Karl-Anthony Towns,9,P,C,10400,MIN,@OKC,1,107,29,28,101,106,3%,20,18,18,37,35,34,54.4,55.8,44.8,66.8,34.5,54.0,5.2,37,58.8,5.7
LeBron James,13,,PG/SF,10100,LAL,@POR,1,115,34,27,105,108,8%,20,20,20,33,35,35,52.8,55.1,42.8,67.5,35.5,54.7,5.4,33.8,54.3,5.4
Anthony Davis,11,P,PF/C,9600,LAL,@POR,1,115,30,29,105,108,-2%,20,21,19,36,34,35,51.9,51.0,40.7,61.3,34.5,53.7,5.6,32.1,62.8,6.5
Andre Drummond,9,,C,9400,DET,IND,1,105,25,23,101,102,4%,16,13,14,32,33,34,51.1,49.7,37.1,62.3,34.5,49.6,5.3,40.9,65.0,6.9
Kyrie Irving,,O,PG,9100,BKN,@CHA,1,111,35,26,101,111,-3%,25,24,24,36,36,35,49.5,52.3,40.6,64.0,0.0,0.0,0.0,0,0.0,0.0
Bradley Beal,12,,SG,8600,WAS,@MIA,0,110,32,22,103,102,-5%,27,21,22,40,37,37,48.2,48.2,36.2,60.2,38.5,49.9,5.8,39.3,43.0,5.0
Damian Lillard,6,,PG,8500,POR,LAL,1,111,29,25,103,100,-2%,14,16,19,34,34,37,42.6,47.6,37.0,58.2,36.5,45.3,5.3,40.7,48.8,5.7
Kawhi Leonard,3,,SG/SF,8400,LAC,@MIL,2,115,36,25,107,100,-16%,18,20,21,27,28,32,42.3,48.3,39.6,57.0,32.0,42.4,5.0,29.5,35.3,4.2
Devonte' Graham,4,,PG,8300,CHA,BKN,1,108,27,18,106,107,10%,21,18,15,37,36,34,45.3,37.4,26.4,48.3,36.5,41.2,5.0,33.6,47.8,5.8
Spencer Dinwiddie,5,,PG/SG,8200,BKN,@CHA,1,111,31,20,101,111,-3%,22,21,16,34,33,29,46.3,35.7,23.2,48.2,34.0,41.4,5.0,32.9,38.5,4.7
Jimmy Butler,20,,SG/SF,8100,MIA,WAS,1,119,26,25,108,114,13%,17,15,13,39,35,34,45.1,43.1,33.3,52.9,36.0,48.2,6.0,36.5,68.3,8.4
Nikola Jokic,11,,C,8000,DEN,@BOS,0,101,26,19,102,102,-8%,10,9,13,30,31,31,34.0,40.3,28.6,52.1,32.5,42.6,5.3,30.7,56.0,7.0
D'Angelo Russell,2,,PG/SG,7900,GSW,@CHI,1,105,34,22,105,105,-12%,12,16,18,25,30,31,37.0,39.6,20.6,58.7,27.5,34.4,4.4,28.6,22.3,2.8
