Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,6,,PG/SF,10400,LAL,@PHI,1,111,34,27,101,103,-5%,18,18,20,35,34,35,52.9,55.8,45.1,66.4,35.5,53.5,5.1,35.4,48.3,4.6
Karl-Anthony Towns,12,,C,10000,MIN,OKC,0,114,29,28,101,106,-1%,24,20,18,29,30,34,44.0,53.0,41.2,64.7,33.0,53.1,5.3,35.4,64.5,6.5
Joel Embiid,,O,C,9800,PHI,LAL,2,107,31,26,103,103,-11%,17,18,16,33,32,31,48.1,48.9,37.3,60.4,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,8,,PG/SF,9400,PHI,LAL,2,107,22,20,103,103,-1%,11,13,12,40,40,37,53.4,44.4,33.0,55.8,39.0,51.1,5.4,41.2,59.5,6.3
Anthony Davis,,,PF/C,9300,LAL,@PHI,1,111,29,28,101,103,-10%,12,14,18,29,32,35,50.4,51.6,40.1,63.0,32.0,45.9,4.9,38.6,47.3,5.1
Zach LaVine,10,,SG,9200,CHI,@CLE,0,105,31,20,101,114,6%,20,22,20,33,36,34,41.6,40.1,28.4,51.8,36.0,46.4,5.0,39.4,72.5,7.9
Andre Drummond,13,,C,9100,DET,BKN,0,113,24,22,105,106,8%,13,14,14,31,34,34,50.1,49.0,37.1,60.8,33.5,55.2,6.1,40.5,54.3,6.0
Kyrie Irving,7,,PG,8700,BKN,@DET,1,115,33,25,101,109,2%,16,18,22,32,34,34,42.7,48.3,34.9,61.6,33.0,46.0,5.3,40,65.0,7.5
Kevin Love,15,,PF,7900,CLE,CHI,1,106,24,18,102,105,9%,17,16,13,32,33,32,37.0,37.7,26.5,48.9,33.0,43.3,5.5,32.6,40.3,5.1
Shai Gilgeous-Alexander,7,,PG/SG,7600,OKC,@MIN,0,112,23,18,105,108,2%,13,13,16,37,37,36,41.4,36.1,25.5,46.6,37.0,40.4,5.3,34.1,27.3,3.6
Derrick Rose,14,,PG/SG,7500,DET,BKN,0,113,32,22,105,106,10%,19,18,16,32,31,27,39.4,32.7,24.6,40.8,31.5,41.3,5.5,37,45.5,6.1
Spencer Dinwiddie,1,,PG/SG,7200,BKN,@DET,1,115,32,18,101,109,2%,13,14,18,33,33,32,33.3,38.9,28.8,48.9,28.5,33.6,4.7,37.4,23.5,3.3
Tobias Harris,6,,SF/PF,7100,PHI,LAL,2,107,23,17,103,103,-5%,18,16,16,37,36,35,36.9,36.1,26.9,45.3,35.5,38.6,5.4,38.3,42.5,6.0
Andrew Wiggins,5,,SG/SF,7000,MIN,OKC,0,114,28,17,101,106,-3%,19,17,20,34,34,35,39.3,38.1,28.3,48.0,34.0,36.4,5.2,33.8,29.8,4.3
Chris Paul,9,,PG,7000,OKC,@MIN,0,112,23,21,105,108,2%,13,14,13,29,30,32,38.7,36.7,27.5,45.9,31.5,38.0,5.4,31.7,49.0,7.0
Dennis Schroder,2,,PG/SG,6900,OKC,@MIN,0,112,27,16,105,108,2%,17,15,15,32,33,31,37.5,30.8,21.2,40.5,32.0,32.6,4.7,31.4,37.0,5.4
