Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,9,,PG/SG,11800,HOU,@DEN,1,110,42,32,101,101,0%,30,27,26,36,39,38,65.3,63.9,52.3,75.5,37.0,58.4,4.9,37.1,50.3,4.3
Giannis Antetokounmpo,13,,SF/PF,11200,MIL,@ATL,1,122,36,33,105,109,-5%,20,21,19,31,34,33,61.0,63.1,52.1,74.1,33.5,66.2,5.9,30.1,56.8,5.1
Luka Doncic,20,,PG/SG,10400,DAL,GSW,1,116,37,31,105,113,3%,21,22,20,35,35,36,67.8,61.4,46.2,76.5,34.5,60.5,5.8,25.5,75.0,7.2
Joel Embiid,5,,C,10000,PHI,NYK,2,112,33,27,101,109,-11%,19,17,16,30,30,29,44.4,46.8,33.1,60.4,31.0,50.7,5.1,33.6,50.0,5.0
Karl-Anthony Towns,10,,C,9600,MIN,UTA,1,110,29,30,103,98,2%,19,18,19,33,32,34,55.5,58.4,47.4,69.3,33.5,53.5,5.6,32.8,34.5,3.6
Bradley Beal,11,,SG,9500,WAS,SAS,2,118,34,24,104,110,-1%,24,25,23,38,39,37,53.9,50.9,37.2,64.6,37.5,51.6,5.4,38.1,43.5,4.6
Trae Young,10,,PG,9400,ATL,MIL,2,111,36,24,109,99,2%,19,21,21,34,38,36,52.4,51.3,35.1,67.4,35.5,52.7,5.6,33,45.5,4.8
Kawhi Leonard,5,,SF/PF,9300,LAC,BOS,1,113,38,26,103,101,-2%,18,23,22,38,35,34,53.1,54.2,47.2,61.1,33.5,46.8,5.0,37.6,38.0,4.1
Nikola Vucevic,1,,C,9100,ORL,@TOR,2,102,25,23,105,100,-4%,15,16,16,35,34,34,51.8,45.3,35.1,55.5,33.0,44.2,4.9,10.8,19.3,2.1
Pascal Siakam,7,,PF/C,8800,TOR,ORL,1,105,29,20,100,101,-1%,19,22,21,38,41,37,44.0,45.7,33.7,57.6,39.0,47.6,5.4,34.6,42.3,4.8
Andre Drummond,13,,C,8700,DET,@CHI,4,111,26,24,106,105,17%,13,13,15,33,33,36,43.3,53.5,39.6,67.4,35.0,50.8,5.8,33.5,38.0,4.4
Russell Westbrook,8,,PG,8600,HOU,@DEN,1,110,33,19,101,101,0%,24,22,20,35,33,34,41.9,49.1,34.9,63.4,34.5,45.4,5.3,34.9,35.5,4.1
Kyrie Irving,,O,PG,8500,BKN,CHA,1,112,35,26,102,110,-2%,25,24,24,36,36,35,49.5,52.3,40.6,64.0,0.0,0.0,0.0,0,0.0,0.0
Nikola Jokic,11,,C,8400,DEN,HOU,2,111,27,20,109,105,3%,11,17,14,27,32,30,41.5,40.4,28.3,52.6,31.0,45.7,5.4,32.4,47.0,5.6
Bam Adebayo,5,,C,8300,MIA,CLE,3,112,19,21,102,107,4%,13,10,9,37,35,32,43.7,39.6,31.2,48.1,34.0,41.1,5.0,29.9,32.8,4.0
Kemba Walker,3,,PG,8200,BOS,@LAC,1,105,29,23,105,102,7%,16,17,18,31,33,33,38.1,40.2,29.1,51.3,33.5,38.8,4.7,38.7,27.8,3.4
Rudy Gobert,2,,C,8100,UTA,@MIN,1,113,15,19,108,106,-5%,10,9,8,36,36,36,45.0,38.9,28.1,49.7,35.5,40.2,5.0,35.3,42.3,5.2
DeMar DeRozan,3,,SG/SF,8100,SAS,@WAS,1,120,27,19,107,112,11%,18,17,16,35,35,34,38.5,36.5,28.9,44.2,34.5,39.6,4.9,39.9,45.0,5.6
D'Angelo Russell,,O,PG/SG,8000,GSW,@DAL,0,101,34,22,102,108,-2%,12,21,19,28,33,32,48.7,41.2,21.9,60.5,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,4,,PG/SF,8000,PHI,NYK,2,112,22,18,101,109,0%,8,9,11,36,36,35,36.9,39.2,33.4,45.0,34.5,40.8,5.1,41.8,51.8,6.5
Clint Capela,8,,C,7900,HOU,@DEN,1,110,16,23,101,101,2%,12,11,10,34,36,31,50.7,38.6,24.9,52.4,35.0,43.7,5.5,34.8,39.8,5.0
Paul George,7,,SF/PF,7800,LAC,BOS,1,113,,,103,101,-2%,16,16,16,25,25,25,44.7,44.7,32.4,57.0,30.5,40.3,5.2,37.5,44.8,5.7
Jimmy Butler,16,,SG/SF,7700,MIA,CLE,3,112,24,24,102,107,0%,11,13,13,38,38,35,43.5,42.8,35.1,50.5,35.5,43.0,5.6,32.4,46.3,6.0
Donovan Mitchell,7,,PG/SG,7700,UTA,@MIN,1,113,31,22,108,106,6%,22,22,21,35,36,36,40.5,42.3,34.1,50.6,35.0,42.3,5.5,37.6,41.3,5.4
LaMarcus Aldridge,7,,PF/C,7700,SAS,@WAS,1,120,23,20,107,112,-1%,17,16,14,35,33,33,37.2,34.4,21.0,47.8,33.5,38.6,5.0,32.3,39.0,5.1
Andrew Wiggins,,,SG/SF,7600,MIN,UTA,1,110,29,22,103,98,-15%,22,24,21,34,37,35,52.5,41.8,29.8,53.8,34.0,36.9,4.9,34.1,34.3,4.5
Jayson Tatum,6,,SF/PF,7600,BOS,@LAC,1,105,27,17,105,102,-9%,18,17,18,34,34,34,32.6,36.7,29.2,44.3,34.0,35.5,4.7,40.6,51.0,6.7
Jamal Murray,6,,PG/SG,7500,DEN,HOU,2,111,27,19,109,105,-11%,18,18,16,30,33,33,40.0,35.4,21.7,49.2,33.0,34.4,4.6,33.4,35.3,4.7
Jaylen Brown,1,,SG/SF,7500,BOS,@LAC,1,105,24,19,105,102,-7%,16,17,16,33,35,34,37.5,36.8,27.9,45.7,35.0,34.1,4.5,39.2,19.0,2.5
Kevin Love,10,,PF/C,7400,CLE,@MIA,1,102,23,21,105,98,11%,16,13,13,35,33,33,36.5,42.8,33.9,51.7,32.5,40.3,5.4,33.3,46.3,6.3
Fred VanVleet,6,,PG/SG,7400,TOR,ORL,1,105,22,16,100,101,-4%,15,17,14,35,39,38,43.6,38.0,27.7,48.3,38.5,40.0,5.4,34.8,38.8,5.2
Kristaps Porzingis,11,,PF/C,7300,DAL,GSW,1,116,27,16,105,113,7%,17,17,17,34,34,33,39.1,39.8,29.5,50.1,32.0,39.3,5.4,24.1,36.0,4.9
Spencer Dinwiddie,10,,PG/SG,7200,BKN,CHA,1,112,30,18,102,110,-2%,16,16,14,32,30,27,34.6,30.6,18.8,42.4,34.0,40.7,5.7,36.8,41.0,5.7
Blake Griffin,12,,PF,7100,DET,@CHI,4,111,,,106,105,16%,16,16,16,27,27,27,34.8,34.8,34.0,35.5,31.5,40.3,5.7,29.8,28.0,3.9
Eric Bledsoe,4,,PG,7100,MIL,@ATL,1,122,27,19,105,109,-9%,13,15,13,28,30,28,36.9,34.1,24.4,43.8,29.0,36.8,5.2,25,44.8,6.3
Montrezl Harrell,3,,PF/C,7000,LAC,BOS,1,113,24,25,103,101,12%,18,15,13,26,31,31,37.0,37.2,25.4,49.0,30.5,33.9,4.8,31.5,25.0,3.6
Julius Randle,0,,PF/C,7000,NYK,@PHI,1,99,27,15,104,103,-14%,15,15,14,29,32,33,37.6,35.3,25.7,45.0,34.0,33.6,4.8,35.5,36.0,5.1
Kyle Lowry,,O,PG,6900,TOR,ORL,1,105,24,20,100,101,-4%,17,15,15,39,38,39,42.1,43.0,37.5,48.5,0.0,0.0,0.0,0,0.0,0.0
Jabari Parker,3,,SF/PF,6900,ATL,MIL,2,111,25,20,109,99,-10%,14,17,14,28,32,28,38.5,31.0,18.7,43.3,32.0,35.1,5.1,26.7,26.3,3.8
Zach LaVine,8,,PG/SG,6800,CHI,DET,1,112,30,16,102,110,5%,22,18,18,33,32,32,36.3,36.2,24.8,47.6,32.0,36.1,5.3,27.8,14.3,2.1
Devonte' Graham,10,,PG/SG,6700,CHA,@BKN,1,107,27,19,108,108,16%,14,17,14,31,34,32,34.1,35.5,24.7,46.3,34.5,37.2,5.6,38.3,29.3,4.4
Mike Conley,3,,PG,6600,UTA,@MIN,1,113,25,11,108,106,9%,17,15,14,35,32,32,30.8,27.9,18.1,37.8,33.5,33.1,5.0,30.9,38.5,5.8
Lou Williams,6,,PG/SG,6500,LAC,BOS,1,113,31,20,103,101,-3%,13,16,17,28,34,32,37.2,36.8,26.7,46.8,32.0,33.4,5.1,36.7,34.5,5.3
Luke Kennard,2,,SG,6400,DET,@CHI,4,111,21,17,106,105,4%,12,15,13,38,38,34,35.2,30.6,21.6,39.6,37.0,31.6,4.9,38.4,23.3,3.6
Will Barton,6,,PG/SF,6300,DEN,HOU,2,111,20,17,109,105,12%,12,13,12,31,34,32,33.5,32.4,22.9,41.9,32.5,32.2,5.1,25.9,30.8,4.9
Jeff Teague,4,,PG,6300,MIN,UTA,1,110,24,19,103,98,-7%,13,11,10,34,28,28,31.4,30.4,20.8,40.1,32.0,31.0,4.9,33.7,26.0,4.1
Evan Fournier,2,,SG/SF,6300,ORL,@TOR,2,102,24,19,105,100,3%,14,13,12,32,30,30,36.6,28.3,17.6,39.0,30.5,26.2,4.2,27.9,34.0,5.4
Marcus Smart,2,,PG/SG,6300,BOS,@LAC,1,105,18,15,105,102,7%,14,12,11,31,34,32,31.7,27.9,21.5,34.3,34.5,28.0,4.4,40.1,35.3,5.6
Tobias Harris,7,,SF/PF,6200,PHI,NYK,2,112,22,17,101,109,-5%,15,14,14,35,33,35,33.6,36.4,28.4,44.5,33.5,35.2,5.7,31.9,26.0,4.2
Thomas Bryant,1,,PF/C,6200,WAS,SAS,2,118,19,20,104,110,-7%,10,12,11,25,29,29,32.8,33.3,23.9,42.6,28.5,31.3,5.0,22.4,25.8,4.2
Marcus Morris,1,,SF/PF,6200,NYK,@PHI,1,99,,,104,103,-14%,12,14,14,32,32,34,29.8,31.6,20.6,42.7,32.5,27.0,4.4,40.1,53.8,8.7
