Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,10,,PG/SG,12900,HOU,@CLE,1,121,39,30,101,112,9%,23,24,25,40,40,38,64.0,63.2,51.2,75.2,38.5,63.9,5.0,41.3,82.3,6.4
Giannis Antetokounmpo,1,O,SF/PF,11000,MIL,NOR,1,121,38,34,106,111,1%,21,21,20,31,29,32,56.1,62.2,50.7,73.6,0.0,0.0,0.0,0,0.0,0.0
LeBron James,7,,PG/SF,10600,LAL,@ORL,2,110,34,28,100,103,-7%,22,20,20,31,33,35,51.8,55.3,43.5,67.1,35.5,54.7,5.2,37.9,59.8,5.6
Anthony Davis,10,P,PF/C,10400,LAL,@ORL,2,110,30,30,100,103,0%,25,21,19,36,34,35,57.0,52.7,41.2,64.2,35.5,54.1,5.2,36.6,49.0,4.7
Trae Young,2,,PG,10300,ATL,@CHI,0,108,36,25,104,105,-13%,20,19,21,38,36,36,47.5,50.3,36.4,64.2,35.0,46.5,4.5,31.7,39.5,3.8
Kyrie Irving,,O,PG,10200,BKN,CHA,2,114,35,26,101,112,-1%,25,24,24,36,36,35,49.5,52.3,40.6,64.0,0.0,0.0,0.0,0,0.0,0.0
Karl-Anthony Towns,14,,C,10000,MIN,UTA,1,110,28,29,103,103,3%,17,18,18,35,36,34,50.6,55.2,44.2,66.2,35.0,54.4,5.4,36.4,41.3,4.1
Russell Westbrook,8,,PG,9800,HOU,@CLE,1,121,33,18,101,112,9%,18,21,20,37,37,34,53.9,47.7,34.1,61.2,35.5,50.8,5.2,36.5,48.3,4.9
Devin Booker,9,,PG/SG,8800,PHO,MEM,1,119,29,20,106,109,7%,20,19,18,37,37,36,46.0,40.9,28.3,53.4,36.0,45.1,5.1,39.3,38.0,4.3
Kawhi Leonard,14,,SG/SF,8700,LAC,@TOR,1,112,35,25,103,100,3%,16,18,20,31,29,32,43.8,48.1,39.0,57.2,32.0,45.9,5.3,32.5,41.8,4.8
Stephen Curry,,O,PG,8500,GSW,NYK,1,108,,,100,111,3%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
