first_name,last_name,position,injury_status,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Giannis,Antetokounmpo,SF,,2020-01-04,,MIL,SA,-12.0,228.5,120.3,11500,1,45.5,56.1,64.3,62.3,5.41
Luka,Doncic,PG,,2020-01-04,,DAL,CHA,-11.5,218,114.8,12400,17,35.5,57.4,76.5,60.3,4.86
Andre,Drummond,C,,2020-01-04,,DET,GS,-3.0,213,108,9900,1,28.5,42.9,59.5,51.5,5.20
Trae,Young,PG,,2020-01-04,,ATL,IND,+7.0,221,107,9500,18,14.0,49.1,67.0,50.3,5.29
Nikola,Jokic,C,,2020-01-04,,DEN,WAS,-13.0,221,117,9400,27,29.8,41.3,64.0,48.0,5.11
Domantas,Sabonis,PF,,2020-01-04,,IND,ATL,-7.0,221,114,8900,16,26.8,41.0,47.8,46.3,5.20
Brandon,Ingram,SF,,2020-01-04,,NO,SAC,+2.0,225.5,111.8,8500,27,33.8,44.3,51.3,42.0,4.94
De'Aaron,Fox,PG,,2020-01-04,,SAC,NO,-2.0,225.5,113.8,8600,9,6.3,36.9,59.5,42.0,4.88
Nikola,Vucevic,C,,2020-01-04,,ORL,UTA,+4.5,207,101.3,7900,9,41.0,44.9,49.0,40.8,5.16
Donovan,Mitchell,PG,,2020-01-04,,UTA,ORL,-4.5,207,105.8,7900,3,31.0,39.9,53.8,39.5,5.00
Rudy,Gobert,C,,2020-01-04,,UTA,ORL,-4.5,207,105.8,8000,22,23.5,41.2,54.8,39.3,4.91
Jrue,Holiday,PG,,2020-01-04,,NO,SAC,+2.0,225.5,111.8,7900,8,27.3,38.9,47.5,38.5,4.87
Chris,Paul,PG,,2020-01-04,,OKC,CLE,-7.0,213,110,7800,16,35.3,43.1,54.0,38.5,4.94
Jayson,Tatum,SF,,2020-01-04,,BOS,CHI,+1.0,208,103.5,8000,29,20.8,34.3,45.3,38.3,4.78
Zach,LaVine,PG,Q,2020-01-04,,CHI,BOS,-1.0,208,104.5,7500,28,32.5,40.7,48.8,38.3,5.10
