first_name,last_name,position,injury_status,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Karl-Anthony,Towns,C,,2020-02-05,,MIN,ATL,-4.5,239,121.8,10600,25,39.5,53.0,64.5,60.5,5.71
Andre,Drummond,C,,2020-02-05,,DET,PHO,+3.5,218,107.3,9300,19,39.0,46.9,54.0,53.8,5.78
Nikola,Jokic,C,,2020-02-05,,DEN,UTA,+9.0,215,103,9700,7,43.5,59.6,80.5,53.3,5.49
Trae,Young,PG,Q,2020-02-05,,ATL,MIN,+4.5,239,117.3,10100,21,19.5,52.5,77.5,52.0,5.15
Kawhi,Leonard,SF,,2020-02-05,,LAC,MIA,-6.5,224.5,115.5,9800,26,45.5,58.1,70.5,48.8,4.97
Kristaps,Porzingis,PF,,2020-02-05,,DAL,MEM,-5.0,226.5,115.8,8300,21,13.8,37.9,59.0,47.5,5.72
Domantas,Sabonis,PF,,2020-02-05,,IND,TOR,+6.0,216.5,105.3,9200,23,36.5,48.5,64.5,45.0,4.89
John,Collins,PF,,2020-02-05,,ATL,MIN,+4.5,239,117.3,8600,12,30.5,41.4,47.8,44.7,5.20
Rudy,Gobert,C,,2020-02-05,,UTA,DEN,-9.0,215,112,8100,22,30.3,41.3,55.8,44.0,5.43
Jayson,Tatum,SF,,2020-02-05,,BOS,ORL,-5.5,208.5,107,7900,23,34.0,41.3,45.3,44.0,5.57
Deandre,Ayton,C,,2020-02-05,,PHO,DET,-3.5,218,110.8,8300,30,30.0,46.4,57.8,43.5,5.24
Devin,Booker,PG,,2020-02-05,,PHO,DET,-3.5,218,110.8,8300,18,22.5,42.4,57.5,43.0,5.18
Andrew,Wiggins,SG,,2020-02-05,,MIN,ATL,-4.5,239,121.8,7400,13,23.3,36.9,63.8,42.0,5.68
Jimmy,Butler,SG,,2020-02-05,,MIA,LAC,+6.5,224.5,109,8500,30,34.8,40.8,56.8,41.0,4.82
Bam,Adebayo,C,,2020-02-05,,MIA,LAC,+6.5,224.5,109,8200,26,34.5,43.6,52.0,40.8,4.97
Nikola,Vucevic,C,,2020-02-05,,ORL,BOS,+5.5,208.5,101.5,8400,12,26.5,37.7,42.3,40.5,4.82
D'Angelo,Russell,PG,,2020-02-05,,GS,BKN,+6.5,223,108.3,8400,6,34.8,43.4,51.5,40.0,4.76
Chris,Paul,PG,,2020-02-05,,OKC,CLE,-13.0,220.5,116.8,7500,27,33.8,40.6,50.0,39.5,5.27
Shai,Gilgeous-Alexander,PG,,2020-02-05,,OKC,CLE,-13.0,220.5,116.8,7200,27,27.3,36.7,43.3,39.3,5.45
Paul,George,SG,,2020-02-05,,LAC,MIA,-6.5,224.5,115.5,8000,10,19.0,34.2,47.0,38.8,4.84
Pascal,Siakam,PF,,2020-02-05,,TOR,IND,-6.0,216.5,111.3,7800,25,34.8,42.9,53.0,38.8,4.97
Donovan,Mitchell,PG,,2020-02-05,,UTA,DEN,-9.0,215,112,7100,4,20.3,39.0,51.8,38.5,5.42
Spencer,Dinwiddie,PG,,2020-02-05,,BKN,GS,-6.5,223,114.8,8000,3,24.8,36.0,42.3,38.5,4.81
Jaylen,Brown,SG,,2020-02-05,,BOS,ORL,-5.5,208.5,107,7300,28,25.5,34.3,47.3,38.5,5.27
Jonas,Valanciunas,C,Q,2020-02-05,,MEM,DAL,+5.0,226.5,110.8,7500,13,24.8,41.6,59.8,37.3,4.97
Kevin,Love,PF,,2020-02-05,,CLE,OKC,+13.0,220.5,103.8,8000,9,24.0,40.0,63.3,36.8,4.59
Gordon,Hayward,SF,,2020-02-05,,BOS,ORL,-5.5,208.5,107,7600,23,19.8,37.1,44.0,36.3,4.77
Kelly,Oubre Jr.,SF,,2020-02-05,,PHO,DET,-3.5,218,110.8,7000,10,29.3,36.5,46.8,36.0,5.14
Malcolm,Brogdon,PG,,2020-02-05,,IND,TOR,+6.0,216.5,105.3,6800,10,10.0,26.5,43.5,34.3,5.04
Serge,Ibaka,C,,2020-02-05,,TOR,IND,-6.0,216.5,111.3,6100,2,30.5,35.7,43.0,33.8,5.54
Fred,VanVleet,PG,,2020-02-05,,TOR,IND,-6.0,216.5,111.3,6900,13,27.3,35.7,44.0,33.8,4.89
Larry,Nance Jr.,PF,,2020-02-05,,CLE,OKC,+13.0,220.5,103.8,6500,9,21.8,32.2,46.8,33.4,5.14
Ja,Morant,PG,,2020-02-05,,MEM,DAL,+5.0,226.5,110.8,6800,30,21.3,34.1,44.3,33.3,4.89
Kyle,Lowry,PG,,2020-02-05,,TOR,IND,-6.0,216.5,111.3,6700,13,20.0,32.4,42.3,32.5,4.85
Danilo,Gallinari,SF,,2020-02-05,,OKC,CLE,-13.0,220.5,116.8,6600,12,23.5,31.9,40.5,32.0,4.85
Dennis,Schroder,PG,,2020-02-05,,OKC,CLE,-13.0,220.5,116.8,6700,27,37.0,41.1,45.0,31.5,4.70
Draymond,Green,PG,,2020-02-05,,GS,BKN,+6.5,223,108.3,6600,6,25.5,39.7,48.8,30.8,4.66
Jarrett,Allen,C,,2020-02-05,,BKN,GS,-6.5,223,114.8,6300,5,14.3,29.3,44.8,30.5,4.84
Jaren,Jackson Jr.,PF,,2020-02-05,,MEM,DAL,+5.0,226.5,110.8,6300,13,16.5,30.3,44.5,30.5,4.84
Collin,Sexton,PG,,2020-02-05,,CLE,OKC,+13.0,220.5,103.8,6500,22,31.8,38.4,44.5,30.5,4.69
Will,Barton,PG,,2020-02-05,,DEN,UTA,+9.0,215,103,6200,15,25.8,34.0,48.3,30.5,4.92
Caris,LeVert,PG,,2020-02-05,,BKN,GS,-6.5,223,114.8,5700,3,11.8,21.7,45.8,30.5,5.35
Montrezl,Harrell,C,,2020-02-05,,LAC,MIA,-6.5,224.5,115.5,6100,28,18.3,31.5,39.8,30.3,4.96
Steven,Adams,C,,2020-02-05,,OKC,CLE,-13.0,220.5,116.8,5600,11,0.0,15.6,23.5,30.3,5.40
Reggie,Jackson,PG,,2020-02-05,,DET,PHO,+3.5,218,107.3,4900,23,13.3,25.2,37.3,30.0,6.12
Aaron,Gordon,SF,,2020-02-05,,ORL,BOS,+5.5,208.5,101.5,6200,1,18.5,31.7,44.5,30.0,4.84
Kevin,Huerter,SG,Q,2020-02-05,,ATL,MIN,+4.5,239,117.3,5900,29,18.0,27.2,34.3,29.8,5.04
Ricky,Rubio,PG,,2020-02-05,,PHO,DET,-3.5,218,110.8,5900,18,14.3,20.7,27.5,29.8,5.04
Victor,Oladipo,PG,,2020-02-05,,IND,TOR,+6.0,216.5,105.3,5300,10,8.8,18.9,41.0,29.8,5.61
Tim,Hardaway Jr.,SG,,2020-02-05,,DAL,MEM,-5.0,226.5,115.8,5600,11,10.8,21.8,38.5,29.6,5.29
Jalen,Brunson,PG,,2020-02-05,,DAL,MEM,-5.0,226.5,115.8,5800,8,15.8,22.6,44.5,29.5,5.09
Bojan,Bogdanovic,SF,,2020-02-05,,UTA,DEN,-9.0,215,112,5900,15,28.5,31.7,36.3,29.3,4.96
Jarrett,Culver,PG,,2020-02-05,,MIN,ATL,-4.5,239,121.8,3900,14,9.8,13.3,16.5,29.3,7.50
Myles,Turner,C,,2020-02-05,,IND,TOR,+6.0,216.5,105.3,5000,1,18.0,25.2,30.3,28.8,5.75
Christian,Wood,PF,,2020-02-05,,DET,PHO,+3.5,218,107.3,4700,22,15.3,24.2,34.5,28.5,6.06
Lou,Williams,PG,,2020-02-05,,LAC,MIA,-6.5,224.5,115.5,6000,2,18.8,25.9,32.0,28.3,4.71
Jamal,Murray,PG,,2020-02-05,,DEN,UTA,+9.0,215,103,5900,15,10.3,27.0,41.3,28.3,4.79
Goran,Dragic,PG,,2020-02-05,,MIA,LAC,+6.5,224.5,109,5600,5,22.0,33.4,46.5,27.5,4.91
Enes,Kanter,C,,2020-02-05,,BOS,ORL,-5.5,208.5,107,4200,27,14.3,23.0,34.3,27.3,6.49
Evan,Fournier,SG,,2020-02-05,,ORL,BOS,+5.5,208.5,101.5,5700,25,22.3,27.4,41.8,27.3,4.78
Delon,Wright,PG,,2020-02-05,,DAL,MEM,-5.0,226.5,115.8,5200,8,5.0,21.7,38.5,27.1,5.21
Bruce,Brown,PG,,2020-02-05,,DET,PHO,+3.5,218,107.3,4900,23,12.0,24.5,46.5,27.0,5.51
Dillon,Brooks,SG,,2020-02-05,,MEM,DAL,+5.0,226.5,110.8,5700,3,22.8,30.9,38.8,26.8,4.70
Markelle,Fultz,PG,,2020-02-05,,ORL,BOS,+5.5,208.5,101.5,5600,16,19.0,27.2,39.3,26.8,4.78
Taurean,Prince,PF,,2020-02-05,,BKN,GS,-6.5,223,114.8,5000,30,14.3,27.3,42.3,26.3,5.26
Josh,Okogie,SG,,2020-02-05,,MIN,ATL,-4.5,239,121.8,4000,13,10.3,21.2,35.5,26.3,6.56
Joe,Harris,SG,,2020-02-05,,BKN,GS,-6.5,223,114.8,4800,16,15.5,22.4,33.3,26.0,5.42
Joe,Ingles,SG,,2020-02-05,,UTA,DEN,-9.0,215,112,4900,21,13.8,20.3,28.0,26.0,5.31
DeAndre,Jordan,C,,2020-02-05,,BKN,GS,-6.5,223,114.8,4700,5,13.8,21.8,31.8,25.5,5.43
Marquese,Chriss,PF,,2020-02-05,,GS,BKN,+6.5,223,108.3,5300,27,20.3,25.5,32.8,25.5,4.81
