first_name,last_name,position,injury_status,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Karl-Anthony,Towns,C,,2020-02-08,,MIN,LAC,+8.5,233.5,112.5,10500,27,39.5,50.8,64.5,57.0,5.43
LeBron,James,PG,,2020-02-08,,LAL,GS,-14.5,225,119.8,10900,14,48.3,53.1,62.3,56.8,5.21
Anthony,Davis,PF,Q,2020-02-08,,LAL,GS,-14.5,225,119.8,10300,29,27.0,52.0,79.0,53.8,5.22
Nikola,Jokic,C,,2020-02-08,,DEN,PHO,-3.5,218,110.8,10200,24,43.5,65.2,80.5,52.5,5.15
Kawhi,Leonard,SF,,2020-02-08,,LAC,MIN,-8.5,233.5,121,9800,12,43.8,54.0,70.5,48.0,4.90
Domantas,Sabonis,PF,,2020-02-08,,IND,NO,-4.0,225.5,114.8,9500,18,36.5,43.9,59.0,45.3,4.76
De'Aaron,Fox,PG,,2020-02-08,,SAC,SA,+2.0,223.5,110.8,8000,16,31.3,42.1,61.8,44.8,5.59
Devin,Booker,PG,,2020-02-08,,PHO,DEN,+3.5,218,107.3,8300,11,22.5,38.8,50.8,43.5,5.24
Pascal,Siakam,PF,,2020-02-08,,TOR,BKN,-6.5,219,112.8,8200,21,21.0,38.2,49.8,42.3,5.15
Deandre,Ayton,C,,2020-02-08,,PHO,DEN,+3.5,218,107.3,9100,19,28.0,43.3,57.8,42.0,4.62
Serge,Ibaka,C,,2020-02-08,,TOR,BKN,-6.5,219,112.8,6900,8,30.5,37.0,44.8,41.3,5.98
Paul,George,SF,,2020-02-08,,LAC,MIN,-8.5,233.5,121,8400,12,19.0,39.8,48.8,41.0,4.88
Julius,Randle,PF,,2020-02-08,,NY,DET,-1.0,213.5,107.3,8500,10,33.8,40.7,47.0,41.0,4.82
DeMar,DeRozan,SG,,2020-02-08,,SA,SAC,-2.0,223.5,112.8,8100,17,37.8,44.3,51.3,40.3,4.97
Christian,Wood,PF,,2020-02-08,,DET,NY,+1.0,213.5,106.3,6700,25,15.3,30.9,52.0,40.0,5.97
Jrue,Holiday,PG,,2020-02-08,,NO,IND,+4.0,225.5,110.8,6700,15,22.8,34.2,57.5,39.5,5.90
Fred,VanVleet,PG,,2020-02-08,,TOR,BKN,-6.5,219,112.8,6900,5,30.5,36.1,44.0,39.0,5.65
Lonzo,Ball,PG,,2020-02-08,,NO,IND,+4.0,225.5,110.8,7200,15,30.0,37.9,47.8,38.5,5.35
Spencer,Dinwiddie,PG,,2020-02-08,,BKN,TOR,+6.5,219,106.3,7800,18,20.3,32.6,42.3,38.3,4.90
Andrew,Wiggins,SG,,2020-02-08,,GS,LAL,+14.5,225,105.3,7900,14,23.3,37.4,63.8,37.8,4.78
Malcolm,Brogdon,PG,,2020-02-08,,IND,NO,-4.0,225.5,114.8,6500,21,29.0,36.3,43.5,37.8,5.81
LaMarcus,Aldridge,PF,,2020-02-08,,SA,SAC,-2.0,223.5,112.8,7100,1,14.3,30.6,50.3,37.3,5.25
Devonte',Graham,PG,,2020-02-08,,CHA,DAL,+2.5,213,105.3,6800,27,18.5,28.7,39.0,36.0,5.29
Kelly,Oubre Jr.,SF,,2020-02-08,,PHO,DEN,+3.5,218,107.3,7300,25,29.3,42.2,58.8,35.8,4.90
Jamal,Murray,PG,,2020-02-08,,DEN,PHO,-3.5,218,110.8,6100,23,10.3,30.4,42.0,34.0,5.57
Reggie,Jackson,PG,,2020-02-08,,DET,NY,+1.0,213.5,106.3,6600,6,13.3,30.0,48.3,34.0,5.15
Nemanja,Bjelica,PF,,2020-02-08,,SAC,SA,+2.0,223.5,110.8,5500,9,7.5,21.5,35.5,33.5,6.09
Terry,Rozier,PG,,2020-02-08,,CHA,DAL,+2.5,213,105.3,6400,27,20.3,32.5,46.5,33.0,5.16
Derrick,Favors,C,,2020-02-08,,NO,IND,+4.0,225.5,110.8,5000,5,10.8,22.0,29.8,32.5,6.50
Ricky,Rubio,PG,,2020-02-08,,PHO,DEN,+3.5,218,107.3,5600,11,14.3,23.0,27.5,32.5,5.80
Buddy,Hield,SG,,2020-02-08,,SAC,SA,+2.0,223.5,110.8,5700,4,19.0,30.4,38.8,32.5,5.70
Montrezl,Harrell,C,,2020-02-08,,LAC,MIN,-8.5,233.5,121,6200,7,18.3,28.7,39.8,32.0,5.16
Elfrid,Payton,PG,,2020-02-08,,NY,DET,-1.0,213.5,107.3,7500,9,32.8,43.2,57.8,32.0,4.27
Lou,Williams,PG,,2020-02-08,,LAC,MIN,-8.5,233.5,121,6000,17,18.8,25.0,32.0,31.5,5.25
Caris,LeVert,PG,,2020-02-08,,BKN,TOR,+6.5,219,106.3,6300,18,11.8,26.2,45.8,30.3,4.80
Draymond,Green,PG,Q,2020-02-08,,GS,LAL,+14.5,225,105.3,7000,29,13.8,35.3,48.8,30.0,4.29
Willie,Cauley-Stein,C,,2020-02-08,,DAL,CHA,-2.5,213,107.8,3500,13,5.5,14.6,26.5,29.8,8.50
Myles,Turner,C,,2020-02-08,,IND,NO,-4.0,225.5,114.8,4700,6,18.0,22.1,26.8,29.8,6.33
Bogdan,Bogdanovic,SG,,2020-02-08,,SAC,SA,+2.0,223.5,110.8,5200,4,14.0,30.3,41.5,29.8,5.72
Maxi,Kleber,PF,,2020-02-08,,DAL,CHA,-2.5,213,107.8,4900,11,18.0,23.9,39.0,29.5,6.02
Jalen,Brunson,PG,,2020-02-08,,DAL,CHA,-2.5,213,107.8,6100,13,16.5,27.1,44.5,29.3,4.80
Jarrett,Allen,C,,2020-02-08,,BKN,TOR,+6.5,219,106.3,6000,4,23.8,31.2,44.8,29.0,4.83
T.J.,Warren,SF,Q,2020-02-08,,IND,NO,-4.0,225.5,114.8,5900,28,10.3,31.6,53.3,28.8,4.87
Josh,Hart,SG,,2020-02-08,,NO,IND,+4.0,225.5,110.8,5400,15,12.0,28.1,34.5,28.3,5.23
Damion,Lee,SG,,2020-02-08,,GS,LAL,+14.5,225,105.3,5500,14,9.3,21.9,32.8,28.3,5.14
Miles,Bridges,SF,,2020-02-08,,CHA,DAL,+2.5,213,105.3,6200,16,23.0,36.6,44.8,28.0,4.52
Tim,Hardaway Jr.,SG,,2020-02-08,,DAL,CHA,-2.5,213,107.8,5600,25,10.8,27.6,38.5,27.0,4.82
Terence,Davis,PG,,2020-02-08,,TOR,BKN,-6.5,219,112.8,3800,5,4.8,22.4,39.5,26.5,6.97
Ky,Bowman,PG,,2020-02-08,,GS,LAL,+14.5,225,105.3,3000,29,4.0,10.9,17.5,26.5,8.83
Malik,Monk,PG,,2020-02-08,,CHA,DAL,+2.5,213,105.3,4500,27,16.5,22.1,28.0,26.3,5.83
Marquese,Chriss,PF,,2020-02-08,,GS,LAL,+14.5,225,105.3,5500,5,20.3,24.9,32.8,26.3,4.77
Harrison,Barnes,SF,,2020-02-08,,SAC,SA,+2.0,223.5,110.8,4700,27,11.5,17.8,31.8,25.5,5.43
Josh,Okogie,SG,,2020-02-08,,MIN,LAC,+8.5,233.5,112.5,4900,28,10.3,20.4,31.5,25.0,5.10
Bruce,Brown,PG,,2020-02-08,,DET,NY,+1.0,213.5,106.3,5200,6,12.0,26.6,46.5,25.0,4.81
Cody,Zeller,C,,2020-02-08,,CHA,DAL,+2.5,213,105.3,5100,1,10.8,29.3,48.0,25.0,4.90
JJ,Redick,SG,,2020-02-08,,NO,IND,+4.0,225.5,110.8,4100,15,0.0,18.8,27.3,24.8,6.04
PJ,Washington,PF,,2020-02-08,,CHA,DAL,+2.5,213,105.3,4200,23,7.5,19.5,29.3,24.8,5.89
Jeremy,Lamb,SG,,2020-02-08,,IND,NO,-4.0,225.5,114.8,4800,19,9.8,16.3,22.8,24.8,5.16
Joe,Harris,SG,,2020-02-08,,BKN,TOR,+6.5,219,106.3,5100,3,15.5,24.7,33.3,24.8,4.85
Eric,Paschall,SF,,2020-02-08,,GS,LAL,+14.5,225,105.3,5200,10,6.3,18.5,28.8,24.5,4.71
Taurean,Prince,PF,,2020-02-08,,BKN,TOR,+6.5,219,106.3,5000,27,14.3,26.6,42.3,24.3,4.85
Jerami,Grant,PF,Q,2020-02-08,,DEN,PHO,-3.5,218,110.8,5600,15,23.8,31.8,41.0,24.3,4.33
Dejounte,Murray,PG,,2020-02-08,,SA,SAC,-2.0,223.5,112.8,5000,20,11.8,23.1,32.8,24.0,4.80
Dorian,Finney-Smith,SF,,2020-02-08,,DAL,CHA,-2.5,213,107.8,5900,20,19.3,31.0,44.8,24.0,4.07
Jarrett,Culver,PG,,2020-02-08,,MIN,LAC,+8.5,233.5,112.5,4300,7,9.8,13.5,16.5,24.0,5.58
Kyle,Kuzma,SF,,2020-02-08,,LAL,GS,-14.5,225,119.8,4900,13,12.8,24.3,40.5,23.5,4.80
RJ,Barrett,PG,,2020-02-08,,NY,DET,-1.0,213.5,107.3,4800,9,13.8,29.4,41.5,23.3,4.84
Gary,Harris,SG,,2020-02-08,,DEN,PHO,-3.5,218,110.8,4100,7,6.5,14.5,23.0,23.3,5.67
Mikal,Bridges,SG,,2020-02-08,,PHO,DEN,+3.5,218,107.3,5100,5,12.0,25.9,37.0,22.8,4.46
DeAndre,Jordan,C,,2020-02-08,,BKN,TOR,+6.5,219,106.3,4700,4,14.5,22.4,31.8,22.5,4.79
Ivica,Zubac,C,,2020-02-08,,LAC,MIN,-8.5,233.5,121,4600,7,18.5,23.9,30.0,22.5,4.89
