first_name,last_name,position,injury_status,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Giannis,Antetokounmpo,PF,,2020-01-16,,MIL,BOS,-11.0,228,119.5,11700,25,35.5,54.1,63.3,60.0,5.13
Nikola,Jokic,C,,2020-01-16,,DEN,GS,-3.5,213,108.3,9600,27,38.0,52.3,72.5,48.8,5.08
Kawhi,Leonard,SF,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,10100,17,39.0,50.1,61.3,48.5,4.80
Nikola,Vucevic,C,,2020-01-16,,ORL,LAC,+11.5,215.5,102,8500,16,30.0,45.3,54.8,45.0,5.29
Devin,Booker,PG,,2020-01-16,,PHO,NY,-3.0,226,114.5,9000,3,31.5,46.3,55.8,45.0,5.00
Rudy,Gobert,C,,2020-01-16,,UTA,NO,-5.5,224.5,115,9200,12,33.3,46.6,56.5,44.8,4.86
Julius,Randle,PF,,2020-01-16,,NY,PHO,+3.0,226,111.5,8000,26,35.0,41.0,49.3,41.5,5.19
Brandon,Ingram,SF,Q,2020-01-16,,NO,UTA,+5.5,224.5,109.5,8400,14,30.3,46.3,61.5,41.5,4.94
Donovan,Mitchell,PG,,2020-01-16,,UTA,NO,-5.5,224.5,115,7400,28,14.3,32.6,47.8,41.3,5.57
Deandre,Ayton,PF,,2020-01-16,,PHO,NY,-3.0,226,114.5,7700,11,31.3,36.3,41.5,40.0,5.19
Kemba,Walker,PG,,2020-01-16,,BOS,MIL,+11.0,228,108.5,7300,22,14.8,28.4,36.5,39.0,5.34
Jayson,Tatum,PF,,2020-01-16,,BOS,MIL,+11.0,228,108.5,7800,30,25.8,38.7,63.5,37.5,4.81
Ricky,Rubio,PG,,2020-01-16,,PHO,NY,-3.0,226,114.5,7200,3,27.0,31.6,43.3,37.5,5.21
D'Angelo,Russell,PG,,2020-01-16,,GS,DEN,+3.5,213,104.8,7500,17,25.8,42.2,52.5,37.3,4.97
Lonzo,Ball,PG,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,7900,6,29.8,42.7,51.0,36.0,4.56
Khris,Middleton,SF,,2020-01-16,,MIL,BOS,-11.0,228,119.5,7300,3,26.8,37.5,51.8,35.8,4.90
Lou,Williams,PG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,6900,4,30.8,38.3,47.5,34.3,4.96
Gordon,Hayward,SF,,2020-01-16,,BOS,MIL,+11.0,228,108.5,6400,9,12.5,29.0,38.8,32.8,5.12
Will,Barton,PG,,2020-01-16,,DEN,GS,-3.5,213,108.3,6800,20,15.3,30.5,49.8,32.8,4.82
Montrezl,Harrell,C,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,6600,7,22.3,35.8,44.5,32.5,4.92
Marcus,Morris Sr.,SF,Q,2020-01-16,,NY,PHO,+3.0,226,111.5,6300,7,20.0,36.1,53.3,31.3,4.96
Eric,Bledsoe,PG,,2020-01-16,,MIL,BOS,-11.0,228,119.5,6300,15,19.3,31.1,42.0,30.8,4.88
Bojan,Bogdanovic,SF,,2020-01-16,,UTA,NO,-5.5,224.5,115,6000,26,22.5,30.6,38.3,30.3,5.04
Evan,Fournier,SG,Q,2020-01-16,,ORL,LAC,+11.5,215.5,102,6200,14,20.3,30.5,39.3,30.3,4.88
Aaron,Gordon,SF,,2020-01-16,,ORL,LAC,+11.5,215.5,102,6000,15,23.8,32.2,35.8,29.8,4.96
Joe,Ingles,SG,,2020-01-16,,UTA,NO,-5.5,224.5,115,6100,4,18.0,32.9,42.8,29.5,4.84
Derrick,Favors,PF,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,5900,19,14.0,29.4,45.0,29.5,5.00
RJ,Barrett,SG,,2020-01-16,,NY,PHO,+3.0,226,111.5,5900,17,13.0,30.0,41.5,28.8,4.87
Markelle,Fultz,PG,,2020-01-16,,ORL,LAC,+11.5,215.5,102,5500,18,23.5,36.3,54.3,28.5,5.18
Patrick,Beverley,PG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,5600,4,20.3,30.9,46.8,27.3,4.87
Draymond,Green,PG,,2020-01-16,,GS,DEN,+3.5,213,104.8,5800,17,15.5,23.7,31.5,27.3,4.70
Monte,Morris,PG,,2020-01-16,,DEN,GS,-3.5,213,108.3,4400,20,13.3,19.4,22.8,27.0,6.14
Enes,Kanter,C,,2020-01-16,,BOS,MIL,+11.0,228,108.5,5700,1,11.8,24.8,48.3,26.8,4.69
Michael,Porter Jr.,SF,,2020-01-16,,DEN,GS,-3.5,213,108.3,3600,28,-0.5,15.9,37.5,26.5,7.36
Elfrid,Payton,PG,,2020-01-16,,NY,PHO,+3.0,226,111.5,5500,5,13.3,25.9,41.5,26.5,4.82
Marcus,Smart,PG,,2020-01-16,,BOS,MIL,+11.0,228,108.5,5500,22,16.3,25.3,36.8,26.3,4.77
Jordan,Clarkson,PG,,2020-01-16,,UTA,NO,-5.5,224.5,115,5200,28,17.0,24.4,33.5,25.0,4.81
Terrence,Ross,SG,,2020-01-16,,ORL,LAC,+11.5,215.5,102,5300,14,13.0,22.5,27.5,25.0,4.72
Mikal,Bridges,SG,,2020-01-16,,PHO,NY,-3.0,226,114.5,4500,30,5.3,19.9,34.8,24.5,5.44
Damion,Lee,SG,,2020-01-16,,GS,DEN,+3.5,213,104.8,5000,2,18.8,24.9,28.8,24.3,4.85
Daniel,Theis,C,,2020-01-16,,BOS,MIL,+11.0,228,108.5,4000,1,18.0,24.0,30.3,24.0,6.00
Alec,Burks,PG,,2020-01-16,,GS,DEN,+3.5,213,104.8,4900,17,19.5,28.0,38.8,24.0,4.90
Josh,Hart,SG,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,4800,16,14.3,24.0,32.5,23.5,4.90
Omari,Spellman,PF,,2020-01-16,,GS,DEN,+3.5,213,104.8,4800,17,15.0,25.3,34.8,23.5,4.90
Jerami,Grant,PF,,2020-01-16,,DEN,GS,-3.5,213,108.3,4800,16,12.5,22.4,34.0,23.0,4.79
Dario,Saric,SF,,2020-01-16,,PHO,NY,-3.0,226,114.5,3800,24,5.3,10.9,15.5,22.8,5.99
Brook,Lopez,C,,2020-01-16,,MIL,BOS,-11.0,228,119.5,4800,5,12.8,18.4,29.3,22.3,4.64
Bobby,Portis,PF,,2020-01-16,,NY,PHO,+3.0,226,111.5,4500,26,7.5,23.2,40.8,22.0,4.89
Mitchell,Robinson,C,Q,2020-01-16,,NY,PHO,+3.0,226,111.5,4700,14,6.3,15.6,21.0,21.5,4.57
Donte,DiVincenzo,PG,Q,2020-01-16,,MIL,BOS,-11.0,228,119.5,4100,15,21.8,25.0,31.3,20.8,5.06
Ivica,Zubac,C,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,4800,7,6.5,20.1,36.5,20.3,4.22
Mason,Plumlee,PF,,2020-01-16,,DEN,GS,-3.5,213,108.3,4200,16,8.3,18.6,23.8,19.8,4.70
Aron,Baynes,C,,2020-01-16,,PHO,NY,-3.0,226,114.5,4300,26,12.8,17.0,21.8,19.8,4.59
Eric,Paschall,SF,,2020-01-16,,GS,DEN,+3.5,213,104.8,4100,18,7.5,19.7,32.8,19.5,4.76
Glenn,Robinson III,SG,,2020-01-16,,GS,DEN,+3.5,213,104.8,4500,2,20.3,25.5,29.8,19.5,4.33
Royce,O'Neale,SF,,2020-01-16,,UTA,NO,-5.5,224.5,115,4000,26,15.0,19.4,25.0,19.3,4.81
Mo,Bamba,C,,2020-01-16,,ORL,LAC,+11.5,215.5,102,3200,16,10.0,14.2,23.8,19.3,6.02
Nickeil,Alexander-Walker,PG,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,3600,6,6.5,15.7,25.0,19.0,5.28
Wes,Iwundu,SF,,2020-01-16,,ORL,LAC,+11.5,215.5,102,3200,15,10.8,19.7,31.0,18.5,5.78
Cameron,Johnson,SF,,2020-01-16,,PHO,NY,-3.0,226,114.5,3100,24,1.3,8.6,25.5,18.3,5.89
E'Twaun,Moore,SG,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,5200,16,14.3,23.2,28.8,18.0,3.46
Jaxson,Hayes,C,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,4400,15,15.5,27.6,39.0,17.8,4.03
JaMychal,Green,PF,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3500,14,8.5,15.1,30.0,17.8,5.07
Torrey,Craig,SG,,2020-01-16,,DEN,GS,-3.5,213,108.3,4000,6,0.0,9.0,17.3,17.3,4.31
Moe,Harkless,SF,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3800,17,2.8,12.8,21.3,17.3,4.54
Emmanuel,Mudiay,PG,,2020-01-16,,UTA,NO,-5.5,224.5,115,4100,28,13.0,22.7,32.8,16.5,4.02
Landry,Shamet,SG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3600,22,5.0,12.8,27.3,16.3,4.51
Willie,Cauley-Stein,C,,2020-01-16,,GS,DEN,+3.5,213,104.8,3700,11,4.8,19.7,32.8,16.0,4.32
Kevin,Knox II,SF,,2020-01-16,,NY,PHO,+3.0,226,111.5,3900,7,9.0,15.6,27.3,15.3,3.91
Wesley,Matthews,SG,Q,2020-01-16,,MIL,BOS,-11.0,228,119.5,3600,23,5.8,12.4,22.3,15.0,4.17
Elie,Okobo,PG,,2020-01-16,,PHO,NY,-3.0,226,114.5,4000,3,8.3,9.2,12.0,14.8,3.69
Khem,Birch,PF,,2020-01-16,,ORL,LAC,+11.5,215.5,102,3500,22,0.8,12.8,32.8,14.5,4.14
Kadeem,Allen,PG,,2020-01-16,,NY,PHO,+3.0,226,111.5,3300,5,0.0,10.4,24.8,14.5,4.39
Brad,Wanamaker,PG,,2020-01-16,,BOS,MIL,+11.0,228,108.5,3300,22,4.8,13.7,18.5,14.5,4.39
Taj,Gibson,C,,2020-01-16,,NY,PHO,+3.0,226,111.5,3900,14,3.5,17.0,30.5,14.3,3.65
George,Hill,PG,,2020-01-16,,MIL,BOS,-11.0,228,119.5,3800,15,10.3,20.3,27.8,14.3,3.75
Tony,Bradley,C,,2020-01-16,,UTA,NO,-5.5,224.5,115,3200,12,11.8,15.7,20.3,13.5,4.22
Ersan,Ilyasova,PF,,2020-01-16,,MIL,BOS,-11.0,228,119.5,3900,25,3.5,13.3,28.3,13.5,3.46
PJ,Dozier,SG,,2020-01-16,,DEN,GS,-3.5,213,108.3,3000,6,0.0,12.6,39.3,13.5,4.50
Grant,Williams,SF,,2020-01-16,,BOS,MIL,+11.0,228,108.5,3100,9,1.8,9.5,23.8,13.5,4.35
Georges,Niang,SF,,2020-01-16,,UTA,NO,-5.5,224.5,115,3200,26,4.5,14.7,24.3,12.5,3.91
Jordan,Poole,SG,,2020-01-16,,GS,DEN,+3.5,213,104.8,3500,2,6.8,16.1,28.0,12.3,3.50
Juancho,Hernangomez,SF,,2020-01-16,,DEN,GS,-3.5,213,108.3,3000,28,0.0,5.2,11.8,12.0,4.00
Frank,Ntilikina,PG,Q,2020-01-16,,NY,PHO,+3.0,226,111.5,3700,5,10.0,17.3,28.0,12.0,3.24
Marquese,Chriss,PF,,2020-01-16,,GS,DEN,+3.5,213,104.8,3900,17,17.8,24.4,30.8,10.3,2.63
Robin,Lopez,C,,2020-01-16,,MIL,BOS,-11.0,228,119.5,3000,5,6.5,11.2,22.3,10.0,3.33
Gary,Clark,PF,,2020-01-16,,ORL,LAC,+11.5,215.5,102,3000,22,3.5,10.9,21.5,10.0,3.33
Kyle,Korver,SG,,2020-01-16,,MIL,BOS,-11.0,228,119.5,3100,23,1.8,10.0,20.8,9.8,3.15
Rodney,McGruder,SG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3200,22,4.8,7.2,8.8,9.0,2.81
Javonte,Green,SG,,2020-01-16,,BOS,MIL,+11.0,228,108.5,3000,12,1.3,7.6,17.3,8.0,2.67
Malik,Beasley,PG,,2020-01-16,,DEN,GS,-3.5,213,108.3,3100,20,5.0,11.8,21.3,8.0,2.58
Jerome,Robinson,SG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3400,22,-0.5,6.6,20.8,7.0,2.06
Semi,Ojeleye,PF,,2020-01-16,,BOS,MIL,+11.0,228,108.5,3000,30,1.3,5.0,11.5,6.5,2.17
Frank,Jackson,PG,,2020-01-16,,NO,UTA,+5.5,224.5,109.5,4000,6,0.0,12.0,28.0,6.5,1.63
Derrick,Walton Jr.,PG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3000,4,0.0,6.9,15.0,6.3,2.08
Terance,Mann,PG,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3000,4,0.8,4.6,9.3,5.3,1.75
Damyean,Dotson,SG,,2020-01-16,,NY,PHO,+3.0,226,111.5,3000,17,2.0,9.6,18.5,5.3,1.75
Jevon,Carter,PG,,2020-01-16,,PHO,NY,-3.0,226,114.5,3000,3,-1.0,4.6,11.3,5.0,1.67
B.J.,Johnson,SG,,2020-01-16,,ORL,LAC,+11.5,215.5,102,3000,14,0.0,4.7,17.3,4.8,1.58
Patrick,Patterson,PF,,2020-01-16,,LAC,ORL,-11.5,215.5,113.5,3000,14,0.0,3.6,11.0,4.3,1.42
Rayjon,Tucker,SG,,2020-01-16,,UTA,NO,-5.5,224.5,115,3000,4,0.0,3.7,5.0,2.0,0.67
Stephen,Curry,PG,O,2020-01-16,,GS,DEN,+3.5,213,104.8,7700,17,28.8,39.8,55.3,0.0,0.00
Kevon,Looney,C,O,2020-01-16,,GS,DEN,+3.5,213,104.8,3000,11,4.8,6.2,8.0,0.0,0.00
Frank,Kaminsky,C,O,2020-01-16,,PHO,NY,-3.0,226,114.5,3000,26,0.0,11.0,18.8,0.0,0.00
Mike,Conley,PG,O,2020-01-16,,UTA,NO,-5.5,224.5,115,4600,28,17.5,22.8,30.3,0.0,0.00
Kenrich,Williams,PF,O,2020-01-16,,NO,UTA,+5.5,224.5,109.5,3000,19,2.8,4.7,7.8,0.0,0.00
