,total players,unique players,selection rate,represented teams,total teams,mean proj point best,mean proj value best,mean proj min best,mean proj enhanced min best,mean proj skewedfp best,mean proj point total,mean proj value total,mean proj min total,mean proj enhanced min total,mean proj skewedfp total
75,92,45,48.91304347826087,8,8,30.718566176470592,4.947444852941176,28.941176470588236,29.878813145850284,31.36952205882353,20.10054347826087,3.8132608695652173,20.059782608695652,21.013226517792138,22.26358695652174
76,203,43,21.182266009852217,18,18,31.422500000000007,5.0756041666666665,30.447916666666668,31.64737547837602,31.121333333333336,19.587684729064037,3.7826847290640395,20.495073891625616,20.792902444065085,21.553399014778325
77,132,48,36.36363636363637,12,12,29.920659722222226,4.945677083333333,28.63715277777778,29.53573472528674,29.441562499999993,20.330303030303032,4.023522727272727,21.261363636363637,21.04335063882075,21.487272727272728
78,162,54,33.33333333333333,13,14,31.359121621621618,5.134662162162161,29.25506756756757,33.58793396735623,29.875945945945944,19.398765432098767,3.7759259259259257,20.11111111111111,20.951541427105358,20.956296296296298
79,92,42,45.65217391304348,8,8,31.75227272727273,5.134924242424242,27.577651515151516,31.225104233653017,30.96598484848485,19.366847826086957,3.8870108695652177,20.054347826086957,19.935057454694874,20.92402173913044
80,172,45,26.16279069767442,13,14,31.623106060606062,5.122159090909091,29.795454545454547,32.261540609337274,30.189848484848486,18.16918604651163,3.609156976744186,18.718023255813954,20.04330942044725,19.908255813953488
81,217,54,24.88479262672811,18,18,30.905882352941177,5.081599264705882,28.28125,31.935286536882867,29.97073529411765,18.738709677419354,3.714377880184332,19.191244239631338,20.106008376713277,20.986820276497696
82,86,45,52.32558139534884,8,8,29.523674242424242,4.738257575757576,27.839015151515152,29.866539673614692,30.681704545454547,20.186046511627907,3.9222093023255815,21.232558139534884,20.338217449784857,21.872093023255818
83,266,38,14.285714285714285,18,22,30.203225806451616,5.008024193548388,27.671370967741936,31.78577475325033,30.411370967741934,18.591353383458646,3.6249624060150376,19.14097744360902,19.824503453565185,20.60345864661654
84,96,45,46.875,8,8,29.681617647058825,4.908933823529412,30.391544117647058,29.577978811193088,28.88132352941177,18.984375,3.63453125,19.552083333333332,19.471158821179635,20.992500000000003
85,213,52,24.413145539906104,17,18,31.959374999999998,5.152517361111112,30.02777777777778,32.82423668901409,30.805625000000003,18.77652582159624,3.5823474178403756,19.262910798122064,19.934921337437288,20.768732394366197
86,149,41,27.516778523489933,12,12,30.197656249999994,4.80607421875,27.689453125,31.3919144662652,29.85703125,18.16241610738255,3.3904362416107383,18.48993288590604,19.64125409472632,20.45771812080537
87,93,45,48.38709677419355,8,8,30.734765624999998,4.769882812500001,27.357421875,30.862457537108533,29.723359375,19.1005376344086,3.7541397849462363,19.85483870967742,20.474890211987272,20.602043010752688
88,242,48,19.834710743801654,19,20,31.913392857142856,5.145839285714286,30.664285714285715,32.58267452081155,31.07817857142857,18.464669421487603,3.5986570247933884,19.1900826446281,19.894257195059303,20.503347107438017
89,90,47,52.22222222222223,8,8,31.855147058823523,5.166286764705882,29.772058823529413,32.1531921512125,30.68345588235294,20.116111111111113,3.771,20.233333333333334,21.3639380985072,21.524555555555555
90,243,47,19.34156378600823,19,20,30.6865234375,5.0448632812500005,30.822265625,31.031051257124528,30.3123046875,18.413168724279835,3.5650411522633747,19.104938271604937,19.479835752236067,20.607407407407404
91,165,61,36.96969696969697,14,14,27.829218750000003,4.239,24.9734375,28.543958068426,28.33753125,19.06878787878788,3.617272727272727,19.412121212121214,20.52999711373752,20.676909090909096
92,144,43,29.86111111111111,12,12,30.1400390625,5.0168359375,30.669921875,31.64552367454276,29.3951171875,18.288194444444443,3.586597222222222,19.15625,19.744231686953654,20.37777777777778
93,95,52,54.736842105263165,8,8,29.63547794117647,4.825937499999999,27.623161764705884,30.462932889093207,29.284375,18.977894736842106,3.7595263157894734,19.378947368421052,20.51664053681041,20.86336842105263
94,66,39,59.09090909090909,6,6,32.67715517241379,5.286918103448276,29.349137931034484,34.33998909824005,30.240517241379308,20.395454545454545,3.895151515151515,20.954545454545453,22.124528728724076,21.586666666666666
95,290,45,15.517241379310345,23,24,29.684742647058822,4.7849080882352935,28.33823529411765,30.518773437475254,29.862389705882354,18.681896551724137,3.5410000000000004,19.143103448275863,19.912302722126192,20.611827586206893
96,340,70,20.588235294117645,27,28,29.714020270270264,4.802077702702703,28.930743243243242,30.390607137166104,28.960777027027024,18.525147058823528,3.4542500000000005,19.04558823529412,19.67208744596906,20.541382352941177
97,47,34,72.3404255319149,4,4,30.155048076923077,4.991754807692308,27.608173076923077,30.96190963921642,30.780048076923077,20.361702127659573,3.9010638297872338,19.925531914893618,21.529381804277282,21.67191489361702
98,259,50,19.305019305019304,20,22,29.98680555555556,4.76375,29.210069444444443,31.864299406796288,28.614166666666662,18.679536679536678,3.5293629343629345,19.362934362934364,20.171722509185514,20.692277992277997
99,97,46,47.42268041237113,8,8,29.308506944444446,4.784201388888889,28.338541666666668,29.918275512733317,29.152881944444445,18.959278350515465,3.65819587628866,19.18041237113402,21.718075682608994,20.1419587628866
100,208,51,24.519230769230766,18,18,28.951562500000005,4.748142361111111,29.74652777777778,29.810178497871934,28.90107638888889,19.072115384615383,3.6241346153846155,19.802884615384617,20.718546058998466,20.680000000000003
101,231,57,24.675324675324674,20,20,30.197177419354837,4.938568548387098,29.883064516129032,31.64968322057102,28.999354838709674,19.224675324675324,3.622835497835498,19.976190476190474,21.29162197147196,20.92294372294372
102,51,28,54.90196078431373,4,4,32.26546052631579,5.127401315789473,27.473684210526315,32.414995041574734,30.87388157894737,17.476470588235294,3.5112745098039215,17.65686274509804,20.981874741663542,19.24901960784314
103,259,50,19.305019305019304,22,22,30.391911764705885,4.8493014705882365,28.545955882352942,29.76802052121556,31.24691176470588,18.89942084942085,3.573455598455599,19.395752895752896,20.414513032970923,21.041042471042466
104,99,41,41.41414141414141,8,8,31.0298828125,5.0533203125,29.8125,32.70409436503971,27.9124609375,17.627272727272725,3.362727272727273,18.343434343434343,20.833896598905376,19.53414141414141
